,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene176,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200,group
Cell1,6.7920074,8.570984,9.083765,2.8046083,9.5820465,7.5723534,0.4184788,4.254269,11.827202,8.823957,5.2893167,8.354499,4.6257925,8.013423,9.112449,6.684297,8.080807,10.314237,6.759783,7.5086036,9.875915,2.4795043,7.6774535,4.142174,7.238019,4.0051503,4.7929387,7.4386272,3.1259713,6.548173,7.3405595,3.3926685,8.365892,7.707202,5.5686812,1.9309347,0.2753384,4.3438754,6.0114913,6.6119757,7.783202,8.1995735,9.550944,6.233506,7.8072376,7.9843454,8.194856,4.0261188,8.057386,3.2001636,6.502946,6.440032,6.1570654,8.2695465,7.184613,6.3556437,7.826377,6.680899,4.303763,7.885187,9.357192,6.5748634,9.681712,6.849308,8.016206,7.2675214,5.7222166,7.3459754,3.7787833,7.724971,8.854074,12.678681,7.1379676,9.197784,0.43649766,0.7268112,8.300229,7.9513683,6.453977,4.454595,5.4550595,7.576631,5.9034595,6.553142,6.383026,11.847389,4.7801614,6.8024325,6.9245825,5.301017,6.8879175,5.916372,8.157464,7.8831806,9.052083,7.5603137,7.0320373,8.031921,0.14642134,4.2556815,9.170043,7.267434,7.4579,7.3062897,3.6503317,6.0038714,6.268606,6.592247,7.1560197,6.8683844,3.0569246,6.2500477,7.47052,0.40494412,0.049154427,2.7230833,5.4516325,4.950879,7.4343915,5.8435245,8.5854845,8.233557,7.755398,6.949327,7.5002394,3.843978,9.218367,5.1113114,7.426385,3.8415625,5.780488,3.7797897,7.0724373,6.022164,5.0770392,3.5444336,0.07022594,7.068738,5.764896,6.870339,5.2171383,11.844504,5.1232915,7.158559,10.400539,6.5472383,6.730515,8.454977,8.4110985,8.244283,8.680082,1.4533194,4.760741,12.054375,9.329542,6.9906898,6.222705,2.590194,7.1103473,8.531346,7.6868467,6.6805964,6.015046,8.920041,1.431956,6.0364027,7.7403264,6.630499,7.2517996,3.5674565,0.7583069,3.4253619,9.619269,7.507802,0.67597145,5.759424,4.781537,9.120921,9.850253,5.811467,3.3435721,3.8286147,4.241851,6.0245004,8.2777605,8.231988,4.2654495,4.0951767,7.0056834,5.6743236,2.8826315,2.8356347,5.640002,7.1728187,5.949439,6.489733,6.1459985,5.7506785,2.5727441,Group1
Cell2,6.608534,8.490634,8.873193,2.8737028,9.4956045,7.566851,0.45757747,4.18449,11.649651,8.512853,5.3194113,8.265143,4.4767046,8.149709,9.025662,6.5958133,7.9724274,10.265967,6.605029,7.542633,9.722408,2.644914,7.5402594,4.1015444,7.1547694,3.908277,4.6827817,7.316681,3.1791306,6.518333,7.1721125,3.3937132,8.286603,7.6069546,5.595516,1.8237749,0.47153664,4.332276,5.853371,6.392217,7.673326,8.005185,9.440159,6.226615,7.5036674,7.858764,7.992595,3.9615443,7.9325886,3.0818307,6.4821944,6.4360013,6.079287,8.188108,7.131924,6.3100758,7.5684,6.513486,4.3017373,7.7264233,9.259501,6.439581,9.459105,6.7481503,7.861169,7.2097993,5.780365,7.2387266,3.7397904,7.773611,8.874942,12.467215,6.9011755,9.098891,0.6265445,1.0696954,8.155493,7.889351,6.22937,4.5600047,5.3530993,7.51472,5.630176,6.493724,6.2566104,11.899883,4.7056746,6.6333504,6.802142,5.3382564,6.784261,5.9917717,7.9826097,7.93763,8.884848,7.3965764,6.9542036,8.028223,0.18321005,4.14392,8.981403,7.142849,7.4392834,7.2401824,3.671001,5.887616,6.1315947,6.43593,7.0917015,6.664494,3.045996,6.170077,7.3247495,0.6509616,0.115013935,2.7229745,5.535483,5.01977,7.32784,5.822404,8.418213,8.161225,7.4196343,6.808672,7.4366584,3.817007,9.075197,4.932274,7.3184867,3.9393542,5.573532,3.8326004,6.898739,5.8198557,5.157552,3.325586,0.07701361,6.8102355,5.608084,6.7915754,5.133052,11.666044,5.0796437,7.0374746,10.226086,6.466491,6.6589074,8.306164,8.294362,8.147533,8.540651,1.7199355,4.884251,11.890721,9.177772,6.8304296,6.2162967,2.770194,6.9756727,8.35804,7.416149,6.5346475,5.921768,9.004501,1.7350785,6.0102477,7.639316,6.5613317,7.0818024,3.5638952,0.542518,3.6599965,9.508,7.412382,0.8443791,5.7597976,4.730535,8.930477,9.755826,5.6857505,3.3938887,3.6024668,4.148168,5.991735,8.10389,8.148473,4.183082,3.8167326,6.92864,5.5357656,3.0711074,2.7441065,5.6689763,7.162898,5.86711,6.416888,6.057986,5.6760526,2.297449,Group4
Cell3,6.7706285,8.503785,9.040275,2.7742896,9.503739,7.5002413,0.4246164,4.23806,11.742134,8.806886,5.2372456,8.292058,4.623289,7.9031277,9.040034,6.642328,8.026144,10.218058,6.732174,7.4281564,9.809449,2.4309804,7.634434,4.120624,7.187988,3.9982774,4.779381,7.395045,3.0953531,6.494354,7.308923,3.3707771,8.300988,7.6552873,5.513905,1.9521084,0.24698973,4.313129,5.9939218,6.6011996,7.732569,8.163292,9.4786415,6.178285,7.801011,7.9348474,8.160449,4.011532,8.006803,3.2082067,6.447589,6.3815947,6.119151,8.206329,7.12819,6.3078375,7.8093905,6.657189,4.271303,7.844575,9.284265,6.5450497,9.633598,6.8082223,7.973111,7.211234,5.6583133,7.3001475,3.7613533,7.638474,8.760011,12.590902,7.124612,9.127108,0.407574,0.65902,8.251242,7.887608,6.446275,4.395473,5.4314156,7.5174847,5.913806,6.5060883,6.35354,11.708979,4.7585297,6.777603,6.887476,5.2471523,6.84693,5.8460836,8.117195,7.7933846,8.998983,7.52487,6.983306,7.9537044,0.15645939,4.2491436,9.120422,7.2265797,7.3902307,7.2514577,3.6207218,5.9767337,6.242982,6.567073,7.102635,6.8507714,3.041952,6.2114887,7.4320407,0.3634932,0.05368693,2.7097454,5.385146,4.894043,7.387308,5.7964144,8.538167,8.168684,7.7572427,6.9161186,7.442424,3.8229666,9.157653,5.109711,7.379712,3.7917864,5.777048,3.7411597,7.045331,6.0146604,5.0159593,3.571414,0.08813119,7.06125,5.7500763,6.823824,5.192313,11.759433,5.0902953,7.1182437,10.332415,6.50518,6.684079,8.405015,8.354276,8.184913,8.625169,1.3941386,4.6936526,11.963288,9.269439,6.961494,6.167506,2.5369327,7.0737658,8.4860935,7.674523,6.6519356,5.982467,8.810484,1.3646141,5.9880676,7.6881776,6.5847373,7.221619,3.5444648,0.8190656,3.3491542,9.546231,7.4572415,0.6490781,5.7083945,4.754468,9.072326,9.77047,5.788894,3.3109167,3.8537629,4.2313123,5.977838,8.235776,8.169716,4.252007,4.1290956,6.9570966,5.6564116,2.8237944,2.8420033,5.583849,7.1066713,5.915145,6.446563,6.1105833,5.717067,2.624779,Group4
Cell4,6.944315,8.788333,9.310895,2.8382497,9.832733,7.760633,0.37095362,4.3284154,12.14757,9.036797,5.4035406,8.564131,4.7078686,8.224344,9.347474,6.8383417,8.280256,10.5914545,6.9126267,7.6969757,10.132631,2.5077157,7.861851,4.21422,7.4108024,4.069479,4.882765,7.6159244,3.1694245,6.7009706,7.511982,3.442084,8.576469,7.894662,5.6920285,1.9255918,0.23185244,4.4242682,6.13922,6.7562523,7.972654,8.398157,9.799231,6.377109,7.986631,8.179617,8.392841,4.0929565,8.255135,3.2364738,6.6547465,6.5906744,6.294148,8.476793,7.357331,6.501147,8.008965,6.830406,4.383356,8.075295,9.599758,6.722639,9.928085,7.0081396,8.210887,7.442719,5.852434,7.52101,3.8388162,7.9213696,9.086528,13.025513,7.29881,9.434974,0.39803526,0.7065879,8.504949,8.149105,6.592718,4.5452356,5.567402,7.7618904,6.0211334,6.7044477,6.5249085,12.181327,4.871562,6.955894,7.084728,5.416031,7.0478945,6.0540237,8.355741,8.0851755,9.280587,7.7393203,7.1982627,8.235611,0.0897041,4.327521,9.401277,7.4388804,7.6416316,7.4823084,3.7094305,6.1336937,6.406083,6.739423,7.327133,7.0220914,3.0944846,6.390105,7.647543,0.36856848,-0.009173127,2.7501292,5.5742774,5.0560045,7.61241,5.9733386,8.798443,8.440115,7.931259,7.109276,7.682861,3.9068565,9.453759,5.2078815,7.6040616,3.9113553,5.897784,3.845003,7.2346344,6.147771,5.1870184,3.5865767,0.009288594,7.2260575,5.884484,7.031126,5.322557,12.165399,5.227851,7.3265743,10.673557,6.6971517,6.887046,8.664623,8.621081,8.449829,8.897754,1.4530214,4.8625946,12.38309,9.568156,7.150917,6.365975,2.6229107,7.275995,8.742164,7.8640723,6.8312964,6.1465287,9.1582575,1.4329929,6.17236,7.928847,6.7838345,7.420179,3.6224363,0.7078123,3.4889622,9.869804,7.6888905,0.6442731,5.887642,4.8743,9.350417,10.109427,5.9343495,3.3941145,3.8798153,4.3142433,6.1596904,8.480099,8.437867,4.339262,4.152325,7.171076,5.7919173,2.9255648,2.8613048,5.7658443,7.3475413,6.07935,6.6381736,6.2821383,5.8744,2.5793545,Group3
Cell5,6.705669,8.591694,9.004172,2.8749778,9.610541,7.6418166,0.43409076,4.2290845,11.809363,8.658643,5.3591127,8.3650875,4.5402694,8.20473,9.134726,6.6744895,8.072336,10.383288,6.6965876,7.6096783,9.853129,2.6247447,7.640256,4.139475,7.239503,3.954599,4.741452,7.4109154,3.1873357,6.584733,7.273476,3.4146695,8.384879,7.7006783,5.639335,1.84573,0.41796505,4.367531,5.9360766,6.4936075,7.769743,8.122075,9.559083,6.284908,7.63525,7.96055,8.110843,4.0023174,8.035157,3.1218395,6.5463877,6.49639,6.1493726,8.285555,7.210482,6.3768735,7.6920185,6.606325,4.3347626,7.832928,9.37362,6.5252967,9.599809,6.8311934,7.9686594,7.290311,5.820489,7.3291435,3.772833,7.8407617,8.961363,12.643794,7.0122795,9.211211,0.5761171,0.9954291,8.264719,7.979279,6.329635,4.5756,5.418664,7.599893,5.7322435,6.5655107,6.338306,12.018447,4.757764,6.7280264,6.8899674,5.3768196,6.8682423,6.0312443,8.095452,8.0057335,9.007627,7.4998693,7.035358,8.108673,0.1567003,4.1960883,9.109526,7.235394,7.5151625,7.322693,3.6916816,5.9626904,6.2137504,6.5256515,7.1719904,6.7662687,3.0648634,6.241732,7.4236746,0.5900614,0.08204242,2.7356746,5.5675607,5.048211,7.419249,5.8783283,8.5351,8.2565775,7.5563555,6.9000883,7.521166,3.84871,9.195746,5.007366,7.4100375,3.9485714,5.662108,3.8491328,6.9976587,5.9106493,5.185496,3.3880377,0.054940503,6.924372,5.687437,6.8708534,5.192392,11.826139,5.130519,7.1280127,10.3672085,6.5420427,6.7351303,8.41808,8.39995,8.247416,8.653725,1.6685795,4.9004583,12.050804,9.301274,6.925897,6.2743654,2.7487977,7.068048,8.475329,7.540293,6.6236196,5.992848,9.08031,1.6768818,6.069516,7.733595,6.6358514,7.182323,3.5878897,0.5692027,3.6393235,9.627874,7.5027156,0.80087346,5.81079,4.7784142,9.058304,9.875589,5.7600956,3.405356,3.6698248,4.1969075,6.052043,8.218077,8.245818,4.2300835,3.8968725,7.0093193,5.610688,3.0518818,2.7746835,5.713312,7.2336087,5.93539,6.49029,6.129773,5.7404337,2.3577785,Group1
Cell6,6.8248634,8.508224,9.06379,2.839038,9.493401,7.50489,0.5335154,4.30882,11.715195,8.855538,5.270699,8.301816,4.704727,7.871139,9.037222,6.678419,8.044224,10.188116,6.780918,7.4255548,9.808461,2.480759,7.66494,4.187071,7.2141943,4.0786557,4.8500285,7.426155,3.1583302,6.520349,7.351308,3.4404128,8.308461,7.677598,5.5436044,2.0675657,0.32532567,4.3703065,6.0552487,6.665877,7.7556863,8.197463,9.473884,6.204479,7.86423,7.9580536,8.19634,4.084826,8.028686,3.3058496,6.4724026,6.403912,6.161375,8.215781,7.148857,6.3401766,7.8627768,6.709831,4.3271165,7.876291,9.279846,6.59266,9.650137,6.8443427,8.001968,7.2316365,5.679031,7.3296566,3.8332274,7.6293836,8.738799,12.557534,7.1844993,9.125471,0.4846372,0.6995296,8.273437,7.898052,6.514474,4.4264364,5.489838,7.533856,6.000919,6.5381866,6.4023423,11.633636,4.8219247,6.828665,6.92685,5.2789264,6.88296,5.8601127,8.147951,7.780568,9.013945,7.562783,7.0116506,7.9506803,0.27016026,4.328656,9.137985,7.260959,7.3994374,7.2729974,3.6821651,6.029432,6.2958155,6.6188035,7.126187,6.9080615,3.11942,6.2526946,7.4676237,0.4293589,0.16285586,2.7902522,5.404787,4.9247603,7.4152675,5.8317738,8.560543,8.176804,7.8280134,6.9589067,7.4603567,3.8912928,9.164945,5.1897016,7.40808,3.8340743,5.85225,3.7938297,7.093071,6.085054,5.042245,3.6845999,0.20931223,7.1267734,5.815045,6.85493,5.2507772,11.732409,5.141797,7.15362,10.3274765,6.54183,6.7159095,8.425605,8.368858,8.197966,8.640224,1.4390553,4.7159724,11.929837,9.276763,7.0077233,6.1937714,2.5819044,7.1127477,8.510591,7.732783,6.7000966,6.030185,8.774935,1.4022397,6.021417,7.710122,6.6176453,7.2657385,3.6122882,0.9758437,3.369448,9.54049,7.481709,0.72686225,5.740597,4.8129325,9.091044,9.757542,5.8466244,3.3710334,3.963963,4.3072653,6.0127587,8.264416,8.180198,4.3252206,4.2459946,6.9856944,5.719003,2.8623521,2.9398305,5.611969,7.1185865,5.961616,6.482474,6.1551223,5.7650833,2.7651894,Group1
Cell7,6.777959,8.581175,9.080397,2.7983634,9.597702,7.5859885,0.39363617,4.2391434,11.845027,8.806069,5.2934165,8.362195,4.602775,8.0479965,9.125158,6.6817846,8.084368,10.33932,6.749224,7.5269227,9.884771,2.4836228,7.674821,4.1301,7.2396,3.9850047,4.7759547,7.436478,3.1196654,6.5523524,7.33183,3.3813162,8.374952,7.7094994,5.5740886,1.8966502,0.26979175,4.336777,5.9958763,6.5921535,7.7847323,8.192821,9.563281,6.2386894,7.784035,7.985101,8.187062,4.0102515,8.058694,3.172287,6.5080132,6.4468584,6.1526704,8.277735,7.1897902,6.356613,7.8091493,6.6682267,4.2976465,7.8810678,9.370013,6.5656633,9.680492,6.8461876,8.013374,7.2725644,5.7325954,7.3451414,3.7646737,7.746504,8.879016,12.697412,7.1192074,9.209466,0.43115664,0.74289703,8.300475,7.960085,6.4325557,4.4632115,5.44322,7.583046,5.872383,6.553553,6.3737793,11.894891,4.7676806,6.790297,6.919193,5.3061066,6.884714,5.930166,8.15296,7.9064374,9.054087,7.553548,7.0330415,8.048627,0.119600885,4.235172,9.170025,7.263888,7.4691424,7.3104954,3.6430924,5.993587,6.2572913,6.580452,7.159527,6.852185,3.0419593,6.2459455,7.465507,0.4065979,0.025467258,2.7074451,5.4636407,4.9578714,7.434193,5.84447,8.584599,8.242692,7.7277393,6.941751,7.505968,3.8318157,9.224487,5.087447,7.4259644,3.8454118,5.757172,3.7774792,7.061377,6.000939,5.0863037,3.5057724,0.039080825,7.046761,5.7479253,6.870225,5.206125,11.862321,5.116893,7.1547894,10.409946,6.5448728,6.730456,8.455656,8.415627,8.250348,8.683358,1.4640975,4.7735744,12.07539,9.335246,6.9808507,6.2278833,2.596871,7.104534,8.529351,7.667123,6.6706796,6.0077825,8.953559,1.4472916,6.0378933,7.74273,6.6301355,7.242323,3.5565925,0.70282227,3.4442177,9.631966,7.5094876,0.66933054,5.762611,4.7720814,9.120368,9.86654,5.7987785,3.3382456,3.790772,4.223578,6.0250683,8.274126,8.239677,4.248776,4.0522637,7.0066266,5.6591377,2.892204,2.8089488,5.6461244,7.1834173,5.9431763,6.488027,6.1402206,5.7441773,2.5208275,Group1
Cell8,6.998667,8.7077265,9.290544,2.895234,9.715535,7.6735,0.54180384,4.41361,11.9972105,9.089141,5.385495,8.497751,4.8273945,8.031704,9.249239,6.8381085,8.236598,10.421358,6.9504614,7.5878816,10.045275,2.5179727,7.852161,4.2858195,7.3852153,4.1814165,4.971483,7.606317,3.2234564,6.669818,7.5351167,3.5177746,8.503396,7.860879,5.6648493,2.126723,0.31102836,4.469818,6.209019,6.8402863,7.9418063,8.403076,9.698366,6.344293,8.074899,8.150475,8.402828,4.1840343,8.2225895,3.3938553,6.6197653,6.5478396,6.3083286,8.408897,7.3149314,6.487431,8.068204,6.8792386,4.4245725,8.070683,9.498511,6.755787,9.89132,7.0091743,8.198732,7.4001293,5.7997136,7.5059905,3.9239104,7.7945795,8.931871,12.862182,7.3724027,9.340837,0.47458997,0.67680407,8.475068,8.081874,6.686066,4.5138288,5.6246023,7.709556,6.166638,6.6914325,6.560219,11.887551,4.938678,7.000909,7.0959506,5.3930893,7.048937,5.9828563,8.35023,7.948467,9.234636,7.7507615,7.1775427,8.129011,0.27284876,4.438685,9.363884,7.437744,7.5671983,7.443369,3.7626674,6.177844,6.452531,6.784916,7.293085,7.0860505,3.1910026,6.401932,7.6514316,0.41168565,0.15983348,2.853269,5.5164266,5.027421,7.593428,5.964915,8.771143,8.368011,8.041554,7.1308026,7.6346116,3.9818952,9.386247,5.3265896,7.5862346,3.9091473,6.00708,3.873146,7.27173,6.244537,5.1461935,3.7925239,0.2140738,7.315872,5.9633174,7.017439,5.378176,12.014912,5.262149,7.3276153,10.57824,6.697594,6.874505,8.63109,8.569416,8.392434,8.849417,1.4415104,4.807743,12.215045,9.501539,7.182946,6.3332915,2.6197033,7.2873855,8.720767,7.936768,6.8668346,6.1759887,8.961545,1.399704,6.159356,7.8942146,6.7737746,7.4478188,3.6940036,1.0231045,3.4185398,9.766511,7.660077,0.72468096,5.8692513,4.926802,9.316104,9.986471,5.992047,3.4412205,4.0789413,4.4147525,6.15126,8.469176,8.372759,4.431814,4.373228,7.1509185,5.8630514,2.905427,3.0166237,5.734492,7.2791,6.1046414,6.6360135,6.303106,5.9028525,2.8590913,Group3
Cell9,6.6313925,8.496438,8.88921,2.8890383,9.497835,7.5696745,0.48554313,4.2070103,11.651283,8.539443,5.3282375,8.272688,4.505201,8.137311,9.029853,6.6101294,7.982894,10.261583,6.6253037,7.5419793,9.729775,2.6524742,7.555106,4.121768,7.166318,3.9343827,4.7069106,7.331066,3.1946542,6.527661,7.191299,3.4130714,8.293147,7.6181855,5.603504,1.8593664,0.48523116,4.348926,5.877035,6.419246,7.685156,8.023299,9.4448185,6.235064,7.533718,7.871254,8.011473,3.9845088,7.9447045,3.1132696,6.4908485,6.4433327,6.0947547,8.195252,7.1408014,6.3216815,7.5940595,6.5352807,4.317647,7.7424583,9.26372,6.458772,9.473804,6.7629876,7.876313,7.2188125,5.784761,7.2521014,3.7613506,7.7706876,8.87001,12.468561,6.927656,9.103876,0.64015937,1.0676632,8.168498,7.895963,6.2575064,4.5651336,5.3737354,7.52286,5.6651754,6.5058293,6.2757506,11.879676,4.7264824,6.6548047,6.8186836,5.346359,6.7991767,5.993739,7.999049,7.9335065,8.896894,7.414415,6.966085,8.028989,0.21251076,4.170406,8.99499,7.158186,7.443816,7.2498293,3.6874456,5.907351,6.1522064,6.4570394,7.101796,6.6889706,3.0678644,6.1853704,7.3412576,0.65941215,0.14196432,2.7451901,5.538559,5.0263157,7.340787,5.8337994,8.4321785,8.167656,7.452943,6.8268347,7.44527,3.8371627,9.084286,4.961611,7.331594,3.9477198,5.6027637,3.8454738,6.9195223,5.847655,5.1624804,3.3651187,0.109464586,6.839055,5.6326365,6.8042088,5.152974,11.667692,5.0961256,7.052927,10.233281,6.4806385,6.6714373,8.318919,8.304263,8.15623,8.551597,1.7221351,4.8864117,11.890107,9.187218,6.850277,6.2247443,2.77592,6.992609,8.372798,7.443585,6.554414,5.939285,8.993284,1.7339131,6.021328,7.6504827,6.5740414,7.101499,3.5829713,0.59319645,3.6571274,9.512425,7.4239745,0.8590578,5.7695055,4.749115,8.944437,9.757711,5.7071705,3.4087882,3.6415236,4.1730003,6.0034895,8.119743,8.155968,4.2067475,3.859642,6.9405546,5.558963,3.0748312,2.7745066,5.6764693,7.1677785,5.88386,6.4305234,6.074467,5.69289,2.3463087,Group4
Cell10,6.8840184,8.750306,9.23104,2.873946,9.7878475,7.750145,0.40945387,4.3150196,12.064049,8.927907,5.4151306,8.524464,4.668704,8.254436,9.304816,6.807234,8.23621,10.554446,6.861154,7.698729,10.066055,2.5740802,7.8111167,4.210174,7.378523,4.049148,4.8545136,7.5709753,3.1987176,6.6882286,7.4534936,3.454332,8.539781,7.854924,5.7012477,1.9124608,0.31845254,4.427977,6.0904484,6.685904,7.9296346,8.327576,9.747156,6.3728523,7.8850646,8.130861,8.319909,4.082264,8.206252,3.213668,6.644971,6.5862546,6.2688875,8.439936,7.334535,6.4846163,7.9210553,6.7755055,4.3901525,8.017022,9.552596,6.6779575,9.84163,6.9723887,8.153088,7.417993,5.870336,7.480954,3.837069,7.926456,9.077627,12.927531,7.220711,9.38824,0.48197928,0.83519304,8.448845,8.119686,6.5216923,4.5836906,5.5383344,7.7343655,5.9381595,6.6827583,6.483855,12.167098,4.854134,6.8998866,7.0421834,5.429718,7.0111985,6.076165,8.291261,8.091228,9.213962,7.681161,7.1686397,8.223384,0.1288589,4.3014545,9.327609,7.3939853,7.627756,7.4548607,3.7263184,6.097588,6.3624015,6.6883097,7.300971,6.955257,3.1047888,6.3637214,7.595249,0.46955267,0.039233983,2.7653553,5.6012764,5.0809784,7.5721264,5.966727,8.734125,8.406183,7.820239,7.061114,7.6552114,3.908412,9.393567,5.1572714,7.5634108,3.9505572,5.8354287,3.870943,7.1758933,6.0856166,5.2148714,3.531741,0.039772104,7.141754,5.8373313,7.002026,5.3000627,12.081516,5.2180214,7.2832766,10.598057,6.669058,6.860799,8.606521,8.572873,8.408479,8.841363,1.5550117,4.9049892,12.302632,9.504818,7.096636,6.3619175,2.6931264,7.228837,8.676294,7.77302,6.782872,6.117299,9.168212,1.5461016,6.1632714,7.8887143,6.75882,7.361664,3.6324265,0.667738,3.57151,9.817244,7.6515994,0.7205002,5.8879313,4.8639493,9.276449,10.060801,5.8963456,3.4214692,3.8213656,4.293699,6.148667,8.415319,8.40057,4.322014,4.0767765,7.141822,5.7507215,2.9968846,2.8483953,5.775355,7.337705,6.0537486,6.612749,6.2538466,5.85211,2.512318,Group3
