,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene176,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200,group
Cell1,1.0,1.0,1.0,0.99999326,1.0,1.0,0.9808673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999933,1.0,0.9999999,1.0,0.9999998,1.0,1.0,0.9999986,1.0,1.0,0.99999917,1.0,1.0,1.0,0.9999556,0.95742935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,0.9999991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997,1.0,1.0,1.0,1.0,1.0,0.9857159,0.9979263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.820264,0.9999999,1.0,1.0,1.0,1.0,0.99999905,1.0,1.0,1.0,1.0,1.0,0.99999887,1.0,1.0,0.97708184,0.81370556,0.99999696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997,1.0,1.0,1.0,0.9999994,1.0,0.9999996,1.0,1.0,1.0,0.9999995,0.8084801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99990946,1.0,1.0,1.0,1.0,1.0,0.9999933,1.0,1.0,1.0,1.0,1.0,1.0,0.9998174,1.0,1.0,1.0,1.0,0.9999997,0.99727416,0.99999815,1.0,1.0,0.9945785,1.0,1.0,1.0,1.0,1.0,0.9999993,0.99999976,1.0,1.0,1.0,1.0,0.9999999,0.9999997,1.0,1.0,0.9999941,0.9999965,1.0,1.0,1.0,1.0,1.0,1.0,0.99999344,Group1
Cell2,1.0,1.0,1.0,0.99910176,1.0,1.0,0.96795154,0.99998575,1.0,1.0,0.9999992,1.0,0.9999957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990399,1.0,0.99989444,1.0,0.9999086,0.99999774,1.0,0.9995152,1.0,1.0,0.99967164,1.0,1.0,0.99999964,0.99739414,0.9568984,0.999991,0.99999994,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,0.99991244,1.0,0.9996466,1.0,1.0,0.99999994,1.0,1.0,0.99999994,1.0,1.0,0.9999889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997,1.0,0.9998011,1.0,1.0,1.0,1.0,1.0,0.9633115,0.98866534,1.0,1.0,1.0,0.9999933,0.9999996,1.0,0.9999999,1.0,1.0,1.0,0.99999714,1.0,1.0,0.99999934,1.0,0.9999998,1.0,1.0,1.0,1.0,1.0,1.0,0.89745396,0.99993956,1.0,1.0,1.0,1.0,0.9996398,0.9999999,1.0,1.0,1.0,1.0,0.99961597,0.99999994,1.0,0.9641914,0.89148074,0.9994425,0.99999934,0.99999857,1.0,0.9999998,1.0,1.0,1.0,1.0,1.0,0.9998109,1.0,0.9999987,1.0,0.9997949,0.9999998,0.9998247,1.0,0.9999999,0.9999985,0.9997799,0.8866275,1.0,0.9999998,1.0,0.99999875,1.0,0.9999986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99720585,0.9999971,1.0,1.0,1.0,0.99999994,0.9988954,1.0,1.0,1.0,1.0,0.9999999,1.0,0.99512196,0.9999999,1.0,1.0,1.0,0.9998613,0.9852828,0.9994634,1.0,1.0,0.9808506,0.9999998,0.9999971,1.0,1.0,0.9999998,0.99968004,0.9998874,0.99998856,0.9999999,1.0,1.0,0.9998801,0.9998423,1.0,0.9999997,0.9993179,0.99946684,0.9999997,1.0,0.9999999,0.99999994,0.99999994,0.99999976,0.999107,Group4
Cell3,1.0,1.0,1.0,0.99895835,1.0,1.0,0.96503127,0.9999823,1.0,1.0,0.999999,1.0,0.9999945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99889004,1.0,0.9998721,1.0,0.9998879,0.9999971,1.0,0.9994339,1.0,1.0,0.99961245,1.0,1.0,0.9999995,0.9970485,0.95315635,0.99998873,0.9999999,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,0.999893,1.0,0.99958384,0.99999994,0.9999999,0.9999999,1.0,1.0,1.0,1.0,0.99999994,0.9999862,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,0.99999964,1.0,0.99976265,1.0,1.0,1.0,1.0,1.0,0.96038,0.98738015,1.0,1.0,1.0,0.9999916,0.99999946,1.0,0.9999998,0.99999994,0.9999999,1.0,0.9999963,1.0,1.0,0.99999917,1.0,0.99999976,1.0,1.0,1.0,1.0,1.0,1.0,0.8912155,0.9999256,1.0,1.0,1.0,1.0,0.9995758,0.9999999,0.99999994,1.0,1.0,1.0,0.9995477,0.9999999,1.0,0.96104616,0.8851589,0.99934614,0.9999991,0.99999815,1.0,0.99999976,1.0,1.0,1.0,1.0,1.0,0.99977386,1.0,0.99999833,1.0,0.9997538,0.99999976,0.9997891,1.0,0.9999999,0.9999981,0.9997374,0.8802491,1.0,0.9999997,1.0,0.99999833,1.0,0.9999983,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,0.9968155,0.99999624,1.0,1.0,1.0,0.99999994,0.99873114,1.0,1.0,1.0,1.0,0.9999999,1.0,0.9945304,0.9999999,1.0,0.99999994,1.0,0.9998321,0.983755,0.9993737,1.0,1.0,0.97893465,0.99999976,0.99999624,1.0,1.0,0.9999998,0.9996226,0.9998626,0.99998575,0.9999999,1.0,1.0,0.99985576,0.9998103,1.0,0.99999964,0.9992003,0.99937224,0.99999964,1.0,0.9999998,1.0,0.9999999,0.9999997,0.9989644,Group4
Cell4,0.9999925,0.9999997,0.9999999,0.9932197,0.9999999,0.9999984,0.9497901,0.9993773,1.0,0.9999998,0.9999001,0.99999946,0.9996842,0.99999905,0.9999999,0.9999912,0.9999992,1.0,0.9999918,0.9999978,0.99999994,0.992679,0.99999833,0.998303,0.9999967,0.9987208,0.9998033,0.9999972,0.99491245,0.99998844,0.9999974,0.9962641,0.9999996,0.9999986,0.9999408,0.9860738,0.9428075,0.99950933,0.99997663,0.99999005,0.9999986,0.9999994,1.0,0.9999833,0.9999989,0.9999991,0.99999934,0.99864036,0.99999917,0.99602073,0.9999887,0.9999871,0.99998003,0.99999946,0.99999607,0.9999863,0.99999887,0.9999897,0.9994672,0.9999989,0.99999994,0.99998724,1.0,0.99999297,0.99999917,0.9999971,0.9999491,0.99999714,0.997327,0.9999985,0.9999998,1.0,0.99999595,0.9999999,0.9372258,0.97260076,0.9999995,0.999999,0.999988,0.9996065,0.99993765,0.99999815,0.99997276,0.99999,0.9999846,1.0,0.99978393,0.9999942,0.9999947,0.99991584,0.9999949,0.99996054,0.99999934,0.999999,0.9999999,0.9999981,0.99999577,0.9999992,0.89604104,0.99892014,0.9999999,0.9999968,0.99999774,0.99999714,0.99600196,0.99997395,0.9999834,0.99998957,0.99999624,0.99999315,0.9959377,0.9999789,0.99999803,0.9456711,0.8902378,0.9951699,0.9999088,0.999858,0.9999977,0.9999621,0.9999997,0.9999994,0.9999987,0.9999947,0.999998,0.997472,0.9999999,0.9998742,0.9999979,0.9976193,0.9999574,0.99779904,0.9999965,0.9999758,0.9998576,0.9972628,0.8855314,0.9999958,0.99996024,0.9999935,0.99986017,1.0,0.999856,0.9999964,1.0,0.9999885,0.9999913,0.99999964,0.9999996,0.99999946,0.9999997,0.98744017,0.9997971,1.0,0.9999999,0.9999948,0.99998045,0.9914184,0.99999607,0.9999997,0.99999857,0.99999106,0.99997514,0.9999998,0.98032504,0.9999744,0.99999857,0.9999903,0.99999696,0.9981602,0.96573377,0.9947377,1.0,0.9999983,0.96128994,0.99996614,0.9997695,0.9999999,1.0,0.9999673,0.99623984,0.99849975,0.9994485,0.99997485,0.9999994,0.9999994,0.9980015,0.997853,0.9999959,0.9999522,0.99487585,0.99557126,0.99994713,0.9999961,0.9999704,0.99998677,0.9999782,0.9999549,0.9932255,Group3
Cell5,0.9999996,1.0,1.0,0.99304324,1.0,0.99999994,0.79457825,0.9998779,1.0,1.0,0.9999894,1.0,0.9999629,1.0,1.0,0.99999946,1.0,1.0,0.9999995,0.99999994,1.0,0.9932177,0.99999994,0.99876535,0.9999998,0.9982895,0.9999753,0.9999999,0.99673736,0.9999992,0.9999999,0.9972793,1.0,1.0,0.9999938,0.98489964,0.7227095,0.99992657,0.99999803,0.99999934,0.9999999,1.0,1.0,0.99999875,1.0,1.0,1.0,0.9986586,1.0,0.99721617,0.99999934,0.99999917,0.99999857,1.0,0.9999998,0.999999,1.0,0.9999993,0.99990255,0.99999994,1.0,0.9999993,1.0,0.9999996,1.0,0.9999999,0.99999577,0.9999999,0.99814075,1.0,1.0,1.0,0.99999976,1.0,0.829255,0.9129094,1.0,0.99999994,0.99999917,0.999939,0.99999297,0.99999994,0.9999977,0.9999993,0.9999991,1.0,0.99996495,0.9999996,0.9999997,0.99999064,0.99999964,0.9999969,1.0,1.0,1.0,0.99999994,0.9999998,1.0,0.5762608,0.9990277,1.0,0.9999998,0.99999994,0.9999999,0.99712193,0.9999981,0.99999875,0.9999994,0.9999998,0.9999996,0.9967821,0.9999987,0.99999994,0.7824476,0.57501566,0.99490577,0.9999915,0.9999812,0.9999999,0.9999969,1.0,1.0,1.0,0.99999964,0.99999994,0.9981165,1.0,0.9999811,0.9999999,0.997383,0.99999714,0.9978163,0.9999998,0.99999785,0.99998045,0.9977749,0.574047,0.99999976,0.9999962,0.9999997,0.9999856,1.0,0.9999847,0.9999998,1.0,0.9999992,0.9999996,1.0,1.0,1.0,1.0,0.9774693,0.9999577,1.0,1.0,0.9999997,0.9999987,0.9935328,0.9999998,1.0,1.0,0.9999994,0.9999976,1.0,0.9716601,0.99999803,0.9999999,0.9999994,0.9999998,0.9980728,0.9066506,0.99618447,1.0,0.9999999,0.8750093,0.99999636,0.9999686,1.0,1.0,0.999997,0.99747646,0.9980867,0.99990284,0.99999815,1.0,1.0,0.9988679,0.99819016,0.99999976,0.999995,0.99291986,0.99437314,0.99999577,0.9999998,0.9999975,0.99999917,0.9999983,0.9999963,0.9931226,Group1
Cell6,0.999999,1.0,1.0,0.9945752,1.0,0.9999998,0.90966976,0.9998013,1.0,1.0,0.9999784,1.0,0.99992394,0.9999999,1.0,0.9999987,0.99999994,1.0,0.99999887,0.99999976,1.0,0.99439967,0.9999998,0.9989301,0.9999996,0.99893636,0.99995226,0.99999964,0.9968002,0.9999982,0.9999997,0.99754333,0.99999994,0.9999999,0.99998766,0.9881028,0.88509756,0.99986416,0.9999958,0.9999985,0.9999999,0.99999994,1.0,0.99999726,0.9999999,0.9999999,0.9999999,0.9990196,0.99999994,0.9974246,0.9999984,0.99999803,0.9999967,1.0,0.9999995,0.99999774,0.9999999,0.9999984,0.99983686,0.9999999,1.0,0.99999815,1.0,0.999999,0.99999994,0.99999964,0.9999906,0.99999964,0.99831074,0.9999999,1.0,1.0,0.99999946,1.0,0.9074618,0.9588276,1.0,0.9999999,0.9999981,0.99989045,0.99998647,0.9999998,0.99999505,0.99999845,0.99999774,1.0,0.99994045,0.9999991,0.9999993,0.9999815,0.9999992,0.99999297,0.99999994,0.9999999,1.0,0.99999976,0.99999946,0.99999994,0.79549164,0.9992637,1.0,0.9999996,0.99999976,0.99999964,0.9973761,0.9999956,0.9999972,0.99999845,0.9999995,0.99999905,0.99720645,0.9999967,0.99999976,0.90265465,0.78935736,0.99615455,0.9999816,0.99996525,0.9999997,0.99999315,1.0,1.0,0.9999999,0.9999992,0.99999976,0.9983537,1.0,0.9999675,0.99999976,0.99813783,0.9999929,0.9983678,0.9999995,0.9999955,0.99996454,0.99813366,0.7844955,0.9999994,0.9999922,0.99999917,0.99996966,1.0,0.99996823,0.9999996,1.0,0.9999982,0.99999887,1.0,0.99999994,1.0,1.0,0.9864018,0.99993706,1.0,1.0,0.99999934,0.99999684,0.99400294,0.9999995,1.0,0.9999998,0.9999987,0.99999523,1.0,0.98035324,0.9999956,0.9999999,0.99999857,0.99999964,0.9986128,0.9516242,0.9964834,1.0,0.99999976,0.93990135,0.999993,0.99994135,1.0,1.0,0.9999938,0.9976215,0.99877024,0.9998338,0.9999957,1.0,1.0,0.99887276,0.9985293,0.99999946,0.9999901,0.9953411,0.9961624,0.99999034,0.9999995,0.99999464,0.999998,0.99999624,0.9999918,0.9946077,Group1
Cell7,1.0,1.0,1.0,0.9989446,1.0,1.0,0.9538506,0.9999866,1.0,1.0,0.9999993,1.0,0.99999624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988963,1.0,0.99987775,1.0,0.99988025,0.999998,1.0,0.9994728,1.0,1.0,0.99963033,1.0,1.0,0.99999964,0.9969855,0.9357069,0.9999919,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998919,1.0,0.99960595,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,0.9999897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999976,1.0,0.9997753,1.0,1.0,1.0,1.0,1.0,0.95181763,0.98425305,1.0,1.0,1.0,0.9999939,0.99999964,1.0,0.9999999,1.0,1.0,1.0,0.9999973,1.0,1.0,0.9999994,1.0,0.9999998,1.0,1.0,1.0,1.0,1.0,1.0,0.8544059,0.999926,1.0,1.0,1.0,1.0,0.9995963,0.99999994,0.9999999,1.0,1.0,1.0,0.9995621,1.0,1.0,0.9487623,0.8479761,0.99933356,0.9999994,0.9999987,1.0,0.9999998,1.0,1.0,1.0,1.0,1.0,0.99978316,1.0,0.9999988,1.0,0.9997466,0.9999998,0.999787,1.0,0.99999994,0.9999986,0.99974424,0.84281737,1.0,0.9999998,1.0,0.99999887,1.0,0.9999988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9964324,0.9999971,1.0,1.0,1.0,0.9999999,0.9987853,1.0,1.0,1.0,1.0,0.9999999,1.0,0.9941196,0.99999994,1.0,1.0,1.0,0.99982864,0.9803065,0.99940366,1.0,1.0,0.97358185,0.9999998,0.9999973,1.0,1.0,0.9999999,0.9996453,0.9998546,0.9999894,0.99999994,1.0,1.0,0.9998683,0.9998139,1.0,0.99999976,0.99914414,0.99933803,0.99999976,1.0,0.9999999,0.99999994,0.99999994,0.9999998,0.99895275,Group1
Cell8,0.9999942,0.99999976,0.9999999,0.9928037,0.99999994,0.99999875,0.93644273,0.99945813,1.0,0.9999999,0.99991846,0.99999964,0.9997418,0.9999993,0.9999999,0.9999931,0.9999994,1.0,0.9999937,0.9999984,1.0,0.99234277,0.99999875,0.9982551,0.9999975,0.9985676,0.9998369,0.9999979,0.9949169,0.99999094,0.999998,0.9961902,0.9999997,0.999999,0.99995154,0.98522556,0.9254759,0.9995873,0.9999813,0.9999922,0.999999,0.9999995,0.99999994,0.9999868,0.9999992,0.99999934,0.9999995,0.99853975,0.9999994,0.9959667,0.99999136,0.9999899,0.9999843,0.99999964,0.999997,0.9999891,0.99999917,0.9999919,0.99954,0.99999917,0.9999999,0.9999902,1.0,0.9999945,0.99999934,0.9999978,0.9999595,0.9999978,0.9972813,0.9999989,0.9999999,1.0,0.99999684,0.99999994,0.92544925,0.9665193,0.99999964,0.9999992,0.9999906,0.9996667,0.9999484,0.9999986,0.9999781,0.9999921,0.9999882,1.0,0.99981475,0.9999954,0.9999959,0.99993074,0.99999595,0.99996877,0.9999995,0.9999993,0.9999999,0.99999857,0.9999968,0.99999946,0.86729324,0.9988517,0.99999994,0.99999756,0.99999833,0.99999785,0.9959321,0.9999795,0.99998677,0.99999195,0.99999714,0.9999947,0.99581367,0.9999837,0.9999985,0.9314537,0.8611165,0.9948355,0.9999268,0.999881,0.9999982,0.99996984,0.99999976,0.9999996,0.99999905,0.9999958,0.99999845,0.9974032,0.99999994,0.99989265,0.9999984,0.9974207,0.999967,0.9976464,0.99999726,0.99998045,0.9998801,0.9971574,0.856149,0.9999968,0.99996763,0.9999951,0.9998867,1.0,0.9998829,0.99999726,1.0,0.999991,0.99999344,0.9999997,0.9999997,0.9999996,0.9999998,0.9857155,0.9998198,1.0,0.99999994,0.999996,0.9999847,0.9912862,0.999997,0.99999976,0.9999989,0.999993,0.9999797,0.9999999,0.97839004,0.99997973,0.999999,0.99999243,0.9999977,0.99801433,0.9591177,0.99465626,1.0,0.9999986,0.95270514,0.999972,0.99980706,0.99999994,1.0,0.9999735,0.9962078,0.9983335,0.9995263,0.99998015,0.9999996,0.9999995,0.9980169,0.99775356,0.99999684,0.9999607,0.99432063,0.9951393,0.99995816,0.9999971,0.9999763,0.99998975,0.9999826,0.9999641,0.9928201,Group3
Cell9,1.0,1.0,1.0,0.9994733,1.0,1.0,0.8479458,0.9999992,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99950194,1.0,0.9999659,1.0,0.9999377,0.99999994,1.0,0.9998493,1.0,1.0,0.999884,1.0,1.0,1.0,0.9982176,0.74401164,0.99999964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999593,1.0,0.99988055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99993616,1.0,1.0,1.0,1.0,1.0,0.8951766,0.9650768,1.0,1.0,1.0,0.99999976,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51514596,0.9999756,1.0,1.0,1.0,1.0,0.99987364,1.0,1.0,1.0,1.0,1.0,0.9998475,1.0,1.0,0.83309513,0.5154005,0.99967414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99993414,1.0,0.99999994,1.0,0.9998833,1.0,0.9999133,1.0,1.0,1.0,0.9999136,0.5155983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963725,0.9999998,1.0,1.0,1.0,1.0,0.99955255,1.0,1.0,1.0,1.0,1.0,1.0,0.9949679,1.0,1.0,1.0,1.0,0.99992794,0.96179235,0.9998041,1.0,1.0,0.93627506,1.0,0.99999994,1.0,1.0,1.0,0.9998981,0.99992645,0.99999946,1.0,1.0,1.0,0.99997133,0.9999369,1.0,1.0,0.99943215,0.9996081,1.0,1.0,1.0,1.0,1.0,1.0,0.99948347,Group4
Cell10,1.0,1.0,1.0,0.99999946,1.0,1.0,0.9942724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999946,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.9999948,0.98551244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9955137,0.9995844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9074651,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,0.99282634,0.9016708,0.9999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8969446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999892,1.0,1.0,1.0,1.0,1.0,0.9999994,1.0,1.0,1.0,1.0,1.0,1.0,0.99997324,1.0,1.0,1.0,1.0,1.0,0.9993976,0.9999999,1.0,1.0,0.9986755,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999996,0.99999976,1.0,1.0,1.0,1.0,1.0,1.0,0.99999946,Group3
