,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene176,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200,group
Cell1,0.9999841,0.999998,0.99999595,0.97916734,0.9999987,0.99998665,0.726158,0.9983325,1.0,0.99999917,0.99969596,0.9999956,0.999542,0.99999845,0.9999992,0.9999427,0.9999966,0.9999999,0.99996275,0.99999267,0.9999998,0.9783468,0.9999845,0.9987686,0.9999704,0.9979216,0.9994391,0.99999243,0.9874261,0.9999262,0.99999297,0.9928551,0.9999955,0.99999076,0.9998768,0.9229465,0.7031771,0.99928087,0.99990165,0.99995553,0.99999493,0.999997,0.9999995,0.99996066,0.99999255,0.9999899,0.9999947,0.9976365,0.9999968,0.9908207,0.9999592,0.9999525,0.9999303,0.9999965,0.9999827,0.9998909,0.999997,0.9999783,0.999241,0.9999967,0.9999989,0.9999616,0.9999998,0.9999899,0.9999915,0.99999136,0.99992657,0.9999881,0.99665946,0.9999948,0.99999946,1.0,0.9999827,0.9999996,0.74474955,0.72298485,0.9999982,0.99999547,0.9999599,0.9993439,0.9997838,0.99999076,0.9999427,0.99995327,0.9999706,1.0,0.99934554,0.9999815,0.99997467,0.99977195,0.99998736,0.9998077,0.99999845,0.9999972,0.9999987,0.99998724,0.99998903,0.9999957,0.66490847,0.99786747,0.9999964,0.99995697,0.9999881,0.9999905,0.99582815,0.9999689,0.99992937,0.999975,0.99998766,0.99996805,0.9869322,0.9999483,0.9999948,0.6711398,0.54536605,0.97830284,0.9998284,0.9997948,0.9999951,0.999902,0.99999696,0.9999919,0.99999213,0.99997896,0.99999183,0.99734473,0.99999964,0.9997112,0.99999225,0.9973705,0.9998682,0.9963855,0.9999834,0.9999642,0.99936223,0.99346507,0.5330835,0.9999829,0.99986976,0.9999331,0.9995767,1.0,0.99959594,0.99998224,0.99999994,0.9999805,0.99997264,0.99999917,0.9999949,0.9999915,0.9999968,0.8667531,0.99940073,1.0,0.9999984,0.999978,0.9999611,0.9737285,0.9999835,0.9999993,0.9999826,0.99994254,0.9999074,0.9999995,0.8651101,0.9998954,0.9999964,0.99994767,0.9999801,0.9964047,0.7113328,0.9933349,0.9999997,0.99999166,0.753698,0.99983156,0.9996811,0.99999833,0.99999976,0.9999321,0.99474376,0.995403,0.9986361,0.9999371,0.9999976,0.9999988,0.9974611,0.9972336,0.9999596,0.99988747,0.9847492,0.9746025,0.9998131,0.99998474,0.9999336,0.9999467,0.9999218,0.9998971,0.9837138,Group1
Cell2,0.9999989,0.99999946,0.9999999,0.9868295,0.99999994,0.9999982,0.8197329,0.9994573,1.0,0.9999994,0.99995065,0.9999998,0.99988955,0.9999997,0.99999994,0.99999243,0.9999995,0.99999994,0.99999565,0.99999917,0.99999994,0.98502195,0.9999996,0.99965274,0.99999905,0.99941,0.9998794,0.9999996,0.9948006,0.9999952,0.999999,0.9969971,0.9999992,0.9999985,0.9999706,0.96552145,0.76760036,0.9997473,0.9999782,0.99999315,0.99999887,0.9999998,1.0,0.9999878,0.99999857,0.99999964,0.9999996,0.999109,0.99999875,0.99649763,0.99999857,0.9999862,0.9999894,0.99999946,0.99999774,0.999974,0.9999993,0.9999966,0.99974793,0.99999624,0.9999999,0.9999933,1.0,0.9999956,0.99999946,0.9999973,0.999985,0.99999845,0.9991362,0.99999934,0.99999994,1.0,0.99999595,0.9999999,0.73173314,0.7827758,0.9999996,0.99999964,0.99999297,0.99978495,0.9999382,0.9999991,0.9999816,0.9999917,0.9999888,1.0,0.9998546,0.99999267,0.9999959,0.9999656,0.9999975,0.99996847,0.9999997,0.99999905,0.9999999,0.99999946,0.9999964,0.9999997,0.7638022,0.99959147,1.0,0.99999154,0.99999785,0.99999934,0.99881417,0.9999844,0.9999778,0.99999356,0.99999845,0.99999565,0.9959501,0.99998146,0.9999991,0.69145894,0.65605825,0.9928534,0.99994516,0.99993247,0.9999993,0.99998885,0.99999964,0.99999946,0.9999995,0.9999899,0.99999905,0.99864393,1.0,0.9999092,0.9999956,0.99892986,0.99998474,0.9991179,0.999999,0.9999884,0.9998694,0.9951369,0.61218923,0.9999978,0.9999823,0.99998856,0.9998568,1.0,0.9999044,0.99999696,1.0,0.9999982,0.9999959,0.9999995,0.99999964,0.99999976,0.9999998,0.9217189,0.9997653,1.0,0.99999994,0.9999962,0.9999778,0.9881692,0.99999905,0.9999995,0.99999857,0.9999973,0.9999682,1.0,0.8999319,0.99998766,0.9999981,0.99998814,0.99999946,0.99824524,0.8394125,0.99766254,1.0,0.999999,0.7571429,0.9999681,0.9999568,0.99999994,1.0,0.99998415,0.9971652,0.9987916,0.99969155,0.9999848,0.99999934,0.99999946,0.99917775,0.9995211,0.99999833,0.99994,0.99345565,0.9867241,0.9999634,0.9999984,0.99997777,0.9999915,0.9999825,0.99989635,0.9871347,Group4
Cell3,0.999985,0.9999944,0.999997,0.974999,0.99999833,0.9999808,0.77587205,0.9980052,1.0,0.99999535,0.99968654,0.999996,0.99944305,0.9999965,0.99999845,0.99993324,0.99999404,0.9999994,0.9999568,0.99998933,0.9999991,0.9728344,0.9999908,0.9985809,0.99998283,0.9977703,0.9993791,0.99999297,0.9871713,0.9999442,0.9999884,0.992006,0.99999136,0.9999843,0.99982023,0.93754655,0.73655283,0.998986,0.99985784,0.99994123,0.9999887,0.9999966,0.9999992,0.9999215,0.99998564,0.99999267,0.99999356,0.99707896,0.99998945,0.990624,0.99997616,0.99991095,0.9999145,0.99999344,0.9999762,0.99983823,0.99999267,0.999968,0.99897134,0.99998045,0.9999979,0.99994457,0.9999996,0.99997044,0.9999915,0.99997854,0.9998942,0.9999827,0.9968254,0.9999915,0.9999986,1.0,0.99996686,0.9999986,0.72722065,0.7513057,0.9999953,0.9999941,0.9999422,0.9990988,0.99967754,0.9999883,0.99988955,0.99993384,0.99993134,0.99999994,0.9992781,0.9999528,0.99996257,0.99976486,0.9999771,0.99978703,0.99999636,0.9999915,0.999998,0.9999903,0.99997294,0.99999523,0.7240312,0.99817455,0.9999981,0.99993455,0.9999792,0.99998987,0.9959503,0.9999157,0.9998697,0.9999522,0.9999824,0.9999589,0.988724,0.9998925,0.99999005,0.68251634,0.6270256,0.98202413,0.9997183,0.9996661,0.99999154,0.9999028,0.99999505,0.99999166,0.9999923,0.99994135,0.9999883,0.9961702,0.99999946,0.9995642,0.9999725,0.99665856,0.99987346,0.996713,0.99998516,0.9999257,0.99932563,0.9897838,0.59822047,0.9999766,0.99986273,0.99991167,0.9993697,1.0,0.9995051,0.99997175,0.9999998,0.99997836,0.999962,0.99999595,0.9999939,0.9999945,0.9999967,0.88504535,0.99907774,0.9999999,0.99999833,0.99996567,0.9998904,0.97480965,0.9999858,0.999996,0.9999815,0.99996287,0.99982697,0.9999995,0.86813784,0.9998951,0.9999864,0.99991614,0.9999891,0.99516284,0.78570044,0.99319637,0.99999946,0.9999879,0.74459976,0.99979377,0.99970514,0.99999815,0.99999917,0.99989337,0.99292195,0.99578965,0.9986326,0.9998982,0.9999932,0.9999951,0.9971495,0.9978458,0.99997413,0.9997378,0.9845609,0.97340035,0.99977034,0.99998116,0.99987173,0.9999299,0.99988246,0.99965215,0.9770226,Group4
Cell4,0.99999976,0.99999994,1.0,0.9934183,1.0,0.9999997,0.8073519,0.99980396,1.0,1.0,0.99998355,1.0,0.9999667,1.0,1.0,0.99999815,1.0,1.0,0.999999,0.9999999,1.0,0.9927774,0.9999998,0.9998752,0.9999996,0.99975777,0.99995935,0.9999999,0.9971784,0.9999982,0.9999999,0.9986094,0.99999994,0.9999998,0.9999937,0.9701292,0.76694435,0.9999295,0.9999954,0.99999857,0.9999999,1.0,1.0,0.9999983,0.9999998,0.9999999,0.99999994,0.9996734,0.99999994,0.998178,0.99999934,0.9999979,0.9999975,0.9999999,0.9999996,0.9999946,1.0,0.9999994,0.99992657,0.9999999,1.0,0.99999875,1.0,0.99999964,0.9999999,0.99999976,0.9999969,0.99999976,0.9995788,0.99999994,1.0,1.0,0.99999946,1.0,0.7791319,0.7872373,1.0,0.99999994,0.9999987,0.99993926,0.99998593,0.9999998,0.9999972,0.9999984,0.9999987,1.0,0.9999498,0.9999993,0.9999993,0.999989,0.99999964,0.9999907,1.0,0.99999994,1.0,0.9999998,0.99999964,0.9999999,0.7394862,0.99979305,1.0,0.99999845,0.9999997,0.9999999,0.9994164,0.9999984,0.9999964,0.9999991,0.99999976,0.9999991,0.9974225,0.99999744,0.9999999,0.70853186,0.5981798,0.99494535,0.9999889,0.99998593,0.99999994,0.99999666,0.99999994,0.9999999,0.9999999,0.99999905,0.9999999,0.9995621,1.0,0.99997884,0.9999997,0.99961233,0.9999951,0.99954754,0.99999976,0.99999845,0.99995327,0.99836254,0.5666556,0.9999996,0.9999948,0.9999975,0.9999645,1.0,0.9999718,0.9999995,1.0,0.9999996,0.9999992,1.0,0.99999994,0.99999994,1.0,0.93012303,0.99994093,1.0,1.0,0.9999994,0.99999774,0.992496,0.99999976,1.0,0.9999997,0.99999887,0.9999947,1.0,0.92038774,0.9999963,0.9999999,0.9999979,0.99999976,0.99937207,0.8089389,0.998833,1.0,0.9999998,0.7960941,0.9999916,0.999984,1.0,1.0,0.999997,0.9989357,0.9993648,0.9998723,0.99999726,1.0,1.0,0.9996678,0.99972636,0.99999934,0.99999166,0.99633044,0.9922745,0.9999903,0.9999997,0.99999654,0.99999815,0.99999654,0.99998987,0.9946383,Group3
Cell5,0.9999984,0.99999976,0.9999997,0.98915476,0.9999999,0.9999984,0.7758697,0.99949646,1.0,0.9999999,0.99994,0.99999964,0.9998938,0.9999999,0.99999994,0.9999916,0.99999964,1.0,0.999995,0.9999992,1.0,0.9883953,0.99999875,0.99965703,0.99999726,0.9993742,0.99986994,0.99999934,0.9945633,0.9999906,0.9999992,0.997149,0.9999995,0.9999989,0.99997646,0.9546382,0.7426422,0.99980396,0.9999821,0.99999344,0.9999994,0.99999976,0.99999994,0.99999315,0.9999991,0.99999917,0.9999995,0.9992203,0.9999996,0.9962911,0.9999959,0.99999166,0.9999891,0.99999964,0.99999785,0.9999795,0.99999964,0.9999971,0.9997945,0.99999946,0.99999994,0.9999943,1.0,0.99999845,0.9999992,0.9999988,0.9999875,0.9999986,0.99894756,0.99999946,1.0,1.0,0.9999975,1.0,0.76778203,0.7627977,0.9999998,0.9999996,0.999994,0.99982667,0.99995303,0.99999905,0.9999894,0.9999928,0.9999949,1.0,0.99984354,0.99999696,0.9999965,0.9999576,0.99999833,0.99996436,0.9999999,0.99999964,0.9999999,0.99999887,0.9999984,0.99999964,0.71030843,0.99941725,0.9999998,0.99999326,0.9999985,0.9999991,0.9986088,0.9999941,0.99998665,0.9999961,0.99999857,0.99999565,0.99472094,0.99999034,0.9999994,0.6959258,0.57801867,0.99038035,0.9999629,0.9999541,0.99999946,0.999985,0.9999997,0.9999992,0.9999993,0.99999624,0.9999991,0.999037,1.0,0.99993294,0.99999875,0.9991015,0.99997884,0.99886495,0.99999833,0.9999938,0.9998512,0.9970209,0.5553415,0.9999979,0.99997824,0.9999893,0.9998942,1.0,0.99990845,0.9999976,1.0,0.99999774,0.99999624,0.9999999,0.9999995,0.99999934,0.99999976,0.9074163,0.99983644,1.0,0.9999999,0.99999696,0.99999213,0.9870025,0.9999984,0.99999994,0.9999981,0.9999935,0.99998134,1.0,0.9003331,0.99998367,0.9999995,0.9999913,0.99999833,0.99865276,0.7706989,0.9974869,1.0,0.9999991,0.7811459,0.99996823,0.99993944,0.9999999,1.0,0.99998814,0.9978635,0.9984758,0.9996356,0.99998903,0.9999997,0.9999999,0.9991859,0.99923486,0.99999577,0.9999739,0.99314576,0.98701507,0.99996394,0.9999983,0.9999873,0.99999183,0.99998623,0.9999723,0.9913546,Group1
Cell6,0.9999992,0.9999995,0.99999994,0.9876386,0.9999999,0.9999986,0.8313216,0.99952924,1.0,0.9999994,0.9999607,0.9999999,0.99990755,0.99999976,0.99999994,0.9999941,0.99999964,0.99999994,0.99999666,0.99999934,0.99999994,0.9857792,0.9999997,0.99970406,0.9999994,0.9994974,0.9999006,0.9999997,0.9953736,0.99999654,0.9999992,0.9973183,0.9999994,0.9999988,0.9999753,0.96919835,0.7771338,0.9997782,0.9999819,0.9999945,0.99999905,0.9999999,1.0,0.99998933,0.9999988,0.99999976,0.9999997,0.99921316,0.99999887,0.996913,0.99999905,0.999988,0.9999916,0.9999996,0.9999983,0.99997824,0.9999994,0.99999726,0.99978036,0.9999961,0.9999999,0.9999946,1.0,0.999996,0.99999964,0.9999977,0.9999876,0.9999988,0.99927384,0.99999946,0.99999994,1.0,0.9999966,0.99999994,0.73222494,0.7916113,0.99999964,0.9999997,0.99999434,0.9998129,0.99994695,0.99999934,0.9999839,0.9999933,0.99999,1.0,0.99987966,0.9999934,0.99999666,0.9999728,0.999998,0.9999748,0.99999976,0.99999917,0.99999994,0.99999964,0.99999684,0.9999998,0.77700436,0.99966913,1.0,0.9999931,0.9999983,0.9999995,0.99899143,0.9999855,0.99998075,0.9999945,0.99999875,0.9999966,0.9965282,0.9999836,0.9999993,0.69655454,0.67227507,0.99383515,0.9999523,0.99994105,0.99999946,0.9999915,0.99999976,0.99999964,0.9999997,0.9999907,0.9999993,0.9987552,1.0,0.9999213,0.9999958,0.9990458,0.9999883,0.99926406,0.9999993,0.9999898,0.99989295,0.9953253,0.6251443,0.9999983,0.9999862,0.99999076,0.9998748,1.0,0.9999201,0.99999756,1.0,0.9999986,0.9999968,0.9999995,0.9999997,0.9999998,0.9999999,0.9276532,0.999791,1.0,1.0,0.9999969,0.99997914,0.98937947,0.99999934,0.9999995,0.9999989,0.99999815,0.99997205,1.0,0.9045674,0.9999905,0.9999982,0.9999901,0.99999964,0.99839973,0.8534321,0.9979602,1.0,0.9999992,0.75960106,0.9999741,0.9999664,1.0,0.9999999,0.9999867,0.99738395,0.9989828,0.99974453,0.9999872,0.9999994,0.9999995,0.99928796,0.99961734,0.99999887,0.99994415,0.9941522,0.9878487,0.99997014,0.9999988,0.9999805,0.99999315,0.9999854,0.9998954,0.9875657,Group1
Cell7,0.99999976,1.0,0.99999994,0.9944349,1.0,0.99999976,0.79331017,0.99983203,1.0,1.0,0.9999845,0.99999994,0.99997157,1.0,1.0,0.9999984,1.0,1.0,0.9999991,0.9999999,1.0,0.99405545,0.99999976,0.9998905,0.99999946,0.99977887,0.99996334,0.9999999,0.9973645,0.999998,0.9999999,0.9987678,0.9999999,0.9999999,0.9999951,0.96804214,0.7619379,0.999945,0.9999964,0.9999988,0.99999994,1.0,1.0,0.9999989,0.9999999,0.9999999,0.99999994,0.99972594,0.99999994,0.99829733,0.99999917,0.99999857,0.99999785,0.99999994,0.9999997,0.9999958,0.99999994,0.9999995,0.99994135,0.9999999,1.0,0.99999905,1.0,0.9999998,0.9999999,0.9999999,0.9999976,0.9999998,0.99958754,0.99999994,1.0,1.0,0.99999964,1.0,0.7995178,0.78442276,1.0,1.0,0.999999,0.9999519,0.99998933,0.9999999,0.99999815,0.99999875,0.9999992,1.0,0.9999547,0.9999996,0.99999946,0.99998957,0.99999976,0.9999916,1.0,1.0,1.0,0.9999998,0.9999998,1.0,0.72091395,0.999784,1.0,0.99999887,0.9999998,0.9999999,0.9994362,0.99999917,0.9999976,0.9999994,0.9999998,0.9999993,0.9973398,0.9999984,0.99999994,0.7167162,0.5673728,0.99466175,0.9999921,0.99998987,0.99999994,0.9999968,1.0,0.9999999,0.9999999,0.99999946,0.9999999,0.99966484,1.0,0.9999841,0.9999999,0.99968016,0.9999952,0.9995454,0.9999997,0.99999905,0.9999568,0.9988107,0.5459263,0.9999997,0.9999952,0.999998,0.9999731,1.0,0.99997604,0.99999964,1.0,0.99999964,0.9999994,1.0,1.0,0.9999999,1.0,0.9279161,0.99995625,1.0,1.0,0.9999995,0.9999988,0.9927441,0.99999976,1.0,0.9999997,0.9999986,0.9999965,1.0,0.9240279,0.9999965,0.9999999,0.99999845,0.9999997,0.99949986,0.7821429,0.9989076,1.0,0.9999999,0.81150484,0.99999285,0.99998397,1.0,1.0,0.9999978,0.9991542,0.999365,0.99987847,0.99999803,1.0,1.0,0.999705,0.9996983,0.99999917,0.9999951,0.9965591,0.9929158,0.9999917,0.99999976,0.99999774,0.9999985,0.9999974,0.99999523,0.9958813,Group1
Cell8,0.9999968,0.99999964,0.9999994,0.98720163,0.9999998,0.99999714,0.76079696,0.9993004,1.0,0.9999998,0.9999041,0.9999993,0.9998405,0.9999997,0.9999999,0.99998546,0.9999994,1.0,0.9999911,0.99999857,1.0,0.98647314,0.9999972,0.99951035,0.9999942,0.9991222,0.99980325,0.9999986,0.9931281,0.9999824,0.99999857,0.9963366,0.9999991,0.99999803,0.99996305,0.94664764,0.7318242,0.99972284,0.9999715,0.9999888,0.9999989,0.9999995,0.99999994,0.9999893,0.9999984,0.9999982,0.99999905,0.9989479,0.9999993,0.9952167,0.9999916,0.9999868,0.9999816,0.99999934,0.9999962,0.99996775,0.9999994,0.99999493,0.99970794,0.9999992,0.9999998,0.99999034,1.0,0.99999756,0.9999984,0.999998,0.9999796,0.99999744,0.9985293,0.999999,0.99999994,1.0,0.9999958,0.99999994,0.7653253,0.7521901,0.99999964,0.99999917,0.9999898,0.99975204,0.99992925,0.99999815,0.9999836,0.9999879,0.999992,1.0,0.99976534,0.99999523,0.999994,0.99993104,0.99999714,0.9999423,0.9999997,0.9999994,0.9999998,0.9999976,0.9999974,0.9999993,0.69585764,0.99914306,0.9999995,0.9999888,0.9999974,0.9999982,0.99809206,0.9999912,0.9999794,0.9999937,0.9999974,0.9999924,0.99309695,0.99998516,0.999999,0.69125885,0.5657362,0.9877225,0.99994445,0.99993193,0.99999905,0.9999741,0.99999946,0.9999985,0.99999857,0.99999434,0.9999984,0.99875253,1.0,0.99990106,0.9999981,0.99880296,0.9999638,0.9984067,0.99999666,0.9999903,0.99977446,0.99641985,0.5475422,0.9999962,0.9999635,0.99998206,0.9998471,1.0,0.9998616,0.9999959,1.0,0.9999958,0.9999935,0.9999998,0.9999991,0.99999857,0.99999946,0.8968352,0.99977046,1.0,0.99999976,0.9999948,0.9999885,0.9841357,0.9999967,0.9999999,0.99999636,0.9999873,0.99997175,0.9999999,0.8921211,0.999972,0.9999992,0.9999859,0.99999636,0.99826205,0.75099945,0.9966911,1.0,0.99999833,0.77671283,0.9999493,0.9999013,0.99999976,1.0,0.99998105,0.9973104,0.9978962,0.9994673,0.9999825,0.9999995,0.99999976,0.9988835,0.9988704,0.99999154,0.9999628,0.99143016,0.98441964,0.9999428,0.9999968,0.99998057,0.99998623,0.9999779,0.99996334,0.98999065,Group3
Cell9,0.999997,0.9999999,0.9999992,0.9906172,0.9999999,0.99999833,0.7211392,0.9994903,1.0,1.0,0.99991804,0.9999993,0.9998865,0.9999999,0.9999999,0.9999892,0.9999997,1.0,0.9999934,0.99999917,1.0,0.9905716,0.99999565,0.9996284,0.99999064,0.9992765,0.9998443,0.99999875,0.9939577,0.9999789,0.9999993,0.9971047,0.99999964,0.99999905,0.99997866,0.93827236,0.7129344,0.9998327,0.99998343,0.9999928,0.99999964,0.99999964,1.0,0.99999565,0.99999934,0.9999978,0.99999934,0.99926,0.9999998,0.995806,0.9999866,0.9999943,0.9999871,0.9999997,0.9999977,0.99998176,0.9999998,0.99999714,0.99981564,0.9999999,0.99999994,0.9999944,1.0,0.99999934,0.9999986,0.99999934,0.99998814,0.99999857,0.998608,0.9999995,1.0,1.0,0.9999983,1.0,0.7983262,0.73851615,0.9999999,0.99999946,0.9999941,0.9998459,0.99996006,0.99999875,0.9999931,0.99999285,0.9999973,1.0,0.99981344,0.99999857,0.9999966,0.9999412,0.99999875,0.9999546,0.9999999,0.9999999,0.9999999,0.9999972,0.99999917,0.99999946,0.6468375,0.9990897,0.9999991,0.99999386,0.99999875,0.9999985,0.9982349,0.99999744,0.9999909,0.9999973,0.99999845,0.99999493,0.9926661,0.9999943,0.9999996,0.6981797,0.49363035,0.98630023,0.9999719,0.9999652,0.9999996,0.99997693,0.9999997,0.99999875,0.99999875,0.99999845,0.99999905,0.99926215,1.0,0.99994487,0.9999996,0.9991836,0.9999666,0.99841493,0.9999967,0.99999624,0.999812,0.9980612,0.49533457,0.9999977,0.9999697,0.9999885,0.9999134,1.0,0.99990237,0.99999785,1.0,0.9999968,0.99999607,1.0,0.99999934,0.999998,0.9999996,0.8878951,0.9998745,1.0,0.9999998,0.99999726,0.99999684,0.98497283,0.9999966,1.0,0.999997,0.99998176,0.99998766,0.9999999,0.89835846,0.9999754,0.9999998,0.99999267,0.99999374,0.9988871,0.6791732,0.99710107,1.0,0.99999905,0.8011767,0.99996436,0.9999047,0.9999998,1.0,0.9999899,0.9982771,0.99792135,0.99952716,0.99999106,0.9999999,0.99999994,0.9991248,0.9986639,0.9999878,0.9999873,0.9923905,0.9866516,0.99995995,0.9999978,0.99999183,0.9999911,0.9999877,0.9999918,0.99390125,Group4
Cell10,0.9999906,0.9999993,0.99999756,0.9842958,0.9999994,0.99999344,0.7183861,0.9988873,1.0,0.99999976,0.9998008,0.9999975,0.9997146,0.99999946,0.9999997,0.99996704,0.99999857,1.0,0.99997896,0.9999965,0.99999994,0.9839509,0.99998885,0.9991773,0.9999778,0.99853265,0.9996329,0.99999565,0.9901031,0.9999485,0.99999684,0.99473983,0.99999815,0.9999958,0.9999331,0.9264067,0.7028368,0.9995698,0.999947,0.99997604,0.99999803,0.9999985,0.9999998,0.9999823,0.99999684,0.9999935,0.9999973,0.9984183,0.9999989,0.9928904,0.9999691,0.9999778,0.9999604,0.9999985,0.99999124,0.9999415,0.9999989,0.9999892,0.9995371,0.99999917,0.9999996,0.9999802,0.9999999,0.9999964,0.99999523,0.99999666,0.9999609,0.9999942,0.99746096,0.9999977,0.9999998,1.0,0.9999924,0.9999999,0.7661449,0.7252029,0.9999994,0.9999978,0.99997926,0.9996049,0.9998807,0.9999953,0.99997336,0.9999755,0.9999878,1.0,0.99956775,0.9999928,0.99998736,0.9998526,0.9999944,0.9998804,0.99999946,0.99999905,0.9999994,0.99999183,0.99999577,0.9999978,0.65190643,0.99834234,0.9999975,0.9999782,0.99999464,0.9999948,0.9968235,0.9999878,0.9999662,0.9999888,0.9999939,0.99998283,0.9889407,0.9999768,0.99999785,0.679717,0.5189581,0.9808331,0.99991006,0.9998911,0.9999979,0.99993813,0.9999987,0.9999955,0.9999956,0.999992,0.99999607,0.99832565,0.9999998,0.99983925,0.99999744,0.9982518,0.99991447,0.9971907,0.9999899,0.9999842,0.9995718,0.99584115,0.51359093,0.9999913,0.99991876,0.9999632,0.99975866,1.0,0.99975044,0.99999154,1.0,0.99998915,0.9999859,0.9999998,0.9999974,0.9999942,0.99999833,0.8718538,0.99965745,1.0,0.99999917,0.99998933,0.99998486,0.97795904,0.9999898,0.9999998,0.99999017,0.9999576,0.9999553,0.99999976,0.87680495,0.9999341,0.9999989,0.99997383,0.999985,0.9976313,0.6909651,0.9949169,0.9999999,0.999996,0.7718803,0.99990016,0.9997808,0.99999917,0.99999994,0.9999653,0.9964744,0.99639606,0.99902904,0.99996835,0.99999917,0.99999964,0.9982246,0.99773425,0.9999706,0.99995005,0.9878392,0.97950894,0.99988884,0.99999195,0.9999689,0.999971,0.999959,0.99996114,0.9886804,Group3
