,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene176,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200,group
Cell1,6.776357,8.653717,9.058871,2.2575297,9.536955,7.7048965,0.15030019,4.279418,12.088807,8.868667,5.2804017,8.342117,4.5747976,7.9045467,9.317781,6.727766,8.173621,10.52018,6.76642,7.642981,9.937814,1.8957939,7.645646,3.9775903,7.2450213,3.7606525,4.9174547,7.2702603,2.6649203,6.5048947,7.4396067,2.9605463,8.460654,7.7326155,5.595081,1.2630396,0.31684175,4.4451756,6.0712433,6.6318154,7.9470124,8.182822,9.760711,6.3248196,7.9578714,7.9034305,8.276482,3.842002,8.114878,2.702414,6.6014633,6.500679,6.2309566,8.444816,7.13288,6.4484596,7.8937173,6.5856915,4.2348228,7.8844504,9.529452,6.545252,9.773266,6.7468667,8.068324,7.292011,5.7117214,7.179803,3.4290311,7.835496,8.9615,12.8145,7.219059,9.236098,0.41334927,0.50894284,8.220807,7.874273,6.6758547,4.50685,5.605777,7.6603827,5.9965487,6.581903,6.3404756,12.188539,4.8330398,6.794658,7.017222,5.3007255,6.84841,6.0748243,8.194037,7.903348,8.98815,7.6434317,7.19673,8.205308,0.1295151,3.966519,9.385127,7.3240986,7.431859,7.418177,3.3902812,6.113957,6.2693663,6.6647797,7.197392,6.8575625,2.6399658,6.233557,7.5735364,0.31040165,0.12754828,2.3081696,5.4403186,5.0340486,7.4845047,5.8819685,8.690366,8.329809,7.882061,6.721671,7.5718646,3.5415847,9.301258,5.091541,7.435277,3.5197856,5.954156,3.6035054,7.2267084,6.154982,5.047169,2.9332674,0.06347273,7.1183705,5.7370715,6.9503517,5.1768656,11.763894,5.075371,7.234956,10.532476,6.6181736,6.894996,8.52983,8.484547,8.243454,8.784664,1.1466379,4.8364606,12.276838,9.310873,6.962846,6.313648,2.0040143,7.349363,8.613999,7.7383566,6.6305857,6.0557575,8.829604,0.88308907,6.015667,7.820699,6.6155105,7.2840014,3.433206,0.4498486,3.0038536,9.740088,7.489171,0.4917698,5.823694,4.6687827,9.235647,10.008836,5.922872,2.8242643,3.5243309,4.305172,6.1632185,8.285444,8.317569,4.079887,3.862591,7.1343784,5.792273,2.3077245,2.2723787,5.6899366,7.1957235,6.048953,6.5146575,6.109134,5.8690605,2.1683998,Group1
Cell2,6.6697445,8.5935,8.930555,2.255677,9.467897,7.643223,0.06808381,4.1849365,11.881737,8.784636,5.2218943,8.225675,4.509561,7.790559,9.232064,6.5687804,8.173249,10.426253,6.6980634,7.6120424,9.7948885,1.878461,7.5497904,3.8884342,7.194976,3.6992342,4.919367,7.191658,2.6605046,6.461705,7.3716145,2.888248,8.416184,7.7645845,5.484872,1.2405945,0.25456074,4.4101286,6.001432,6.589843,7.824629,8.150036,9.692226,6.2318363,7.9670672,7.7781434,8.208279,3.7737012,8.001814,2.6546464,6.507972,6.459444,6.1567993,8.35246,7.0733275,6.3875012,7.8394504,6.5150304,4.1591935,7.7969456,9.394089,6.4548564,9.761868,6.6557493,7.96851,7.251274,5.610449,7.10504,3.3343773,7.715869,8.942145,12.778834,7.1770005,9.277608,0.40089378,0.514465,8.174189,7.748763,6.5967345,4.5011015,5.604771,7.631369,5.95333,6.442584,6.326363,12.018602,4.754254,6.731071,6.927393,5.2345505,6.8960633,6.018635,8.198852,7.7139535,8.90493,7.534098,7.160503,8.088,0.06944582,3.8723552,9.425655,7.2602983,7.4857545,7.3355613,3.3107505,6.058655,6.2788386,6.4502673,7.139006,6.767193,2.5141542,6.199197,7.5443997,0.2520376,0.1102515,2.2378907,5.3928547,5.020843,7.468465,5.7530565,8.62666,8.206772,7.8035417,6.642816,7.4061494,3.5039713,9.261154,5.0210056,7.362627,3.4214513,5.9366417,3.5552409,7.2010574,6.064189,4.974563,2.9308476,0.05519055,6.982605,5.7294164,6.8800125,5.090895,11.61477,5.026809,7.157,10.372452,6.523026,6.7985635,8.510054,8.358163,8.19019,8.678098,1.1773893,4.7830105,12.231573,9.235467,6.930542,6.2397976,1.9437555,7.3500586,8.59513,7.640109,6.5394053,5.974237,8.774606,0.9216942,5.9941897,7.6965566,6.6018004,7.1803093,3.3676405,0.49612972,2.9220996,9.603979,7.43757,0.44149956,5.723518,4.6347885,9.230076,9.90783,5.9368453,2.7877018,3.5151093,4.233299,6.0362825,8.143058,8.335007,3.9951,3.7874322,7.1205845,5.7341533,2.2996874,2.184347,5.653394,7.1382966,6.0156484,6.46358,6.0026593,5.8207526,2.152476,Group4
Cell3,6.8102427,8.621489,9.051741,2.3414762,9.4890785,7.6949997,0.32270992,4.364023,12.052398,8.843547,5.3240943,8.345317,4.6379423,7.9164696,9.28329,6.78915,8.122161,10.462457,6.7812524,7.6190047,9.918039,1.9957755,7.6543236,4.0663824,7.2397313,3.8404038,4.93896,7.2787876,2.7408855,6.512997,7.4389324,3.063992,8.424885,7.6748967,5.657666,1.38,0.4754143,4.4960566,6.1026316,6.636415,7.9622,8.147489,9.707453,6.362114,7.9065013,7.921073,8.256865,3.92337,8.121547,2.7993731,6.6327176,6.507892,6.2609005,8.433539,7.1349344,6.466801,7.87579,6.6057987,4.310943,7.883484,9.5151615,6.5762243,9.690953,6.773615,8.069375,7.280961,5.7671485,7.1884546,3.5330796,7.8518324,8.901674,12.675194,7.2103357,9.139349,0.54461557,0.6289735,8.19158,7.8926907,6.6981726,4.5415616,5.6130853,7.6350403,6.016236,6.636697,6.3376665,12.1311455,4.897135,6.8064446,7.037166,5.34782,6.802913,6.0992665,8.1395,7.9532995,8.959901,7.658952,7.1855764,8.212058,0.29123688,4.058087,9.285481,7.3239408,7.3699365,7.4253607,3.4875906,6.1370616,6.2562904,6.755581,7.1973896,6.881414,2.7776766,6.243386,7.550232,0.4671468,0.26775962,2.425447,5.4748063,5.060519,7.456627,5.947449,8.659062,8.336614,7.876621,6.7428126,7.6174273,3.614326,9.244155,5.145593,7.437049,3.623623,5.9618545,3.6802049,7.2095423,6.1950383,5.1032763,3.0021186,0.20059961,7.1591625,5.744743,6.9619966,5.236755,11.705679,5.118718,7.2439613,10.507783,6.649882,6.921051,8.4800415,8.489513,8.21706,8.772813,1.2394394,4.887709,12.154608,9.271341,6.9550385,6.341555,2.1231651,7.316128,8.561839,7.7461295,6.660012,6.0934,8.790743,0.9779314,6.0239625,7.839648,6.6062384,7.3048596,3.5225003,0.55068374,3.111079,9.721379,7.479109,0.64030784,5.87602,4.714043,9.162636,9.966319,5.9154143,2.912803,3.5831566,4.377798,6.221302,8.303008,8.253859,4.1641493,3.9469464,7.113338,5.824119,2.3936453,2.3994172,5.7132382,7.195276,6.062452,6.5265126,6.158137,5.8942146,2.261466,Group4
Cell4,6.9983835,8.90335,9.352372,2.3080647,9.814461,7.9299045,0.18357576,4.42889,12.501425,9.135595,5.439141,8.610719,4.717963,8.1602745,9.597521,6.9739122,8.381392,10.836006,6.969615,7.8514194,10.261871,1.9441837,7.885661,4.1164193,7.452107,3.880228,5.037181,7.49188,2.7275763,6.6888933,7.660598,3.06404,8.69749,7.912917,5.7873135,1.2970165,0.34488887,4.5702295,6.256583,6.8186116,8.207949,8.40657,10.043912,6.528176,8.155239,8.164612,8.519918,3.9670897,8.3757715,2.7871106,6.812453,6.683616,6.4226704,8.704469,7.3415866,6.639575,8.120172,6.785179,4.3739552,8.126789,9.838937,6.7532372,10.029098,6.9605865,8.321545,7.4958344,5.9027314,7.3971443,3.5558825,8.092117,9.199519,13.163307,7.421576,9.45191,0.4197918,0.50921285,8.452282,8.134784,6.881855,4.6193304,5.7452965,7.868352,6.1669884,6.8146105,6.5059724,12.585797,4.9896765,6.9962926,7.2375336,5.4637284,6.9974923,6.253649,8.399837,8.19564,9.2578745,7.889929,7.395821,8.470676,0.15148734,4.107483,9.605395,7.5399714,7.5934896,7.645694,3.5087585,6.2933955,6.4215183,6.936193,7.407254,7.0738745,2.7608712,6.4060254,7.7792463,0.33637583,0.12870973,2.3932652,5.5979676,5.1642246,7.6814814,6.0909376,8.942671,8.601283,8.119974,6.9287663,7.843814,3.6437585,9.558419,5.251075,7.6584134,3.650846,6.110989,3.7125015,7.4214664,6.3527403,5.206524,3.002119,0.05854845,7.3636765,5.883324,7.1594195,5.3461685,12.139715,5.223809,7.455319,10.88071,6.830413,7.1152496,8.756529,8.761774,8.478759,9.0602865,1.1516896,4.980892,12.61595,9.5854225,7.153788,6.5074205,2.0761263,7.53461,8.842505,7.982008,6.841231,6.2463675,9.0814,0.8772927,6.1760654,8.079116,6.7881546,7.5181637,3.5460517,0.42875966,3.1130924,10.055559,7.7035313,0.5186583,6.0171614,4.799295,9.474298,10.314445,6.063588,2.906776,3.6122649,4.44436,6.378738,8.565124,8.52054,4.2193274,3.9915566,7.320917,5.9644904,2.362601,2.3651345,5.84895,7.4050756,6.2159805,6.702745,6.313279,6.038567,2.2233841,Group3
Cell5,6.819548,8.588858,9.106301,2.1850533,9.474505,7.6564674,0.24821055,4.338128,12.228567,8.842,5.261995,8.379435,4.5784106,7.9440126,9.287465,6.8625903,8.0119,10.4865,6.743343,7.5421014,9.997728,1.8554916,7.657427,4.0314775,7.1831417,3.7695637,4.7994742,7.257588,2.5909252,6.4419575,7.406034,3.0000677,8.371285,7.521212,5.661821,1.2408825,0.37770352,4.3982778,6.060875,6.564905,8.000432,8.077241,9.693987,6.3509645,7.7827034,7.962529,8.231014,3.8616698,8.149657,2.7031307,6.624439,6.4344096,6.225794,8.438811,7.0891495,6.4171968,7.8296633,6.5692616,4.2614584,7.878235,9.582221,6.563674,9.607253,6.76359,8.080783,7.213284,5.7612395,7.161791,3.5004988,7.885764,8.821193,12.646063,7.1436954,8.986105,0.38629767,0.44928092,8.138682,7.9341846,6.6727896,4.4081836,5.4827776,7.5559072,5.9411077,6.684722,6.2294674,12.26237,4.8563924,6.762887,7.0277457,5.295333,6.622733,6.0407553,8.023015,8.073742,8.958323,7.678643,7.1115704,8.246132,0.18928154,4.0292625,9.134656,7.28494,7.186798,7.410306,3.4360628,6.077774,6.118456,6.8969245,7.15069,6.871365,2.777085,6.1592665,7.4705453,0.36455768,0.11308847,2.3537426,5.400398,4.9406056,7.360082,5.9769745,8.631026,8.3787565,7.860281,6.7174745,7.7060056,3.5123792,9.191996,5.0967817,7.409854,3.596313,5.854713,3.5918834,7.122748,6.1798115,5.0566564,2.8518753,0.03430186,7.207161,5.6236935,6.9280205,5.207653,11.807818,5.042702,7.2216787,10.613364,6.6437783,6.918776,8.396579,8.537033,8.172535,8.79835,1.0338345,4.8157773,12.132943,9.262754,6.8743014,6.306741,2.036648,7.197867,8.477942,7.7529316,6.6491213,6.065945,8.753109,0.7605121,5.9222026,7.879023,6.499774,7.314684,3.4541142,0.32029274,3.0591557,9.791067,7.426416,0.5292174,5.8696675,4.6167803,9.067395,9.994935,5.7692237,2.803743,3.446088,4.3242564,6.2506742,8.36863,8.122823,4.1246915,3.893863,7.0111856,5.765694,2.2452493,2.3492956,5.6273985,7.147382,5.975535,6.4652705,6.1618605,5.824324,2.1216571,Group1
Cell6,6.8320675,8.480026,9.11385,2.0946312,9.364558,7.568829,0.34562537,4.3772764,12.320672,8.772435,5.215933,8.379312,4.558413,7.947957,9.212206,6.9716477,7.803217,10.402738,6.686233,7.399575,10.014772,1.8003889,7.633333,4.066802,7.083261,3.7584991,4.650226,7.2093368,2.4972236,6.344022,7.3351097,3.0244894,8.237483,7.262118,5.703977,1.2074699,0.43547988,4.3257117,6.019998,6.4622674,8.018871,7.9275403,9.578622,6.347428,7.5607743,7.9871182,8.144127,3.861578,8.147804,2.6878216,6.6164265,6.332988,6.1897297,8.392719,7.0088124,6.3527946,7.7248178,6.5198874,4.2670693,7.834236,9.59344,6.5511074,9.38745,6.748404,8.055657,7.0954976,5.7848077,7.1082997,3.5565724,7.9013495,8.631768,12.411151,7.0297446,8.680229,0.35124883,0.37955275,8.013487,7.9597487,6.6370935,4.280937,5.32541,7.4095273,5.853153,6.7607336,6.081672,12.284751,4.8560805,6.696521,7.004927,5.2628694,6.352284,5.9749465,7.804469,8.215341,8.884941,7.679192,6.9874134,8.250259,0.24668007,4.073943,8.8276615,7.20862,6.89356,7.366491,3.4652915,6.009581,5.929003,7.108559,7.066963,6.852653,2.9054391,6.050515,7.3260865,0.41531068,0.09245823,2.3872209,5.3310566,4.8166723,7.1934586,6.047663,8.527846,8.390911,7.7999277,6.680399,7.8108597,3.462146,9.033807,5.0763617,7.3475165,3.657331,5.7206717,3.5598812,6.978701,6.1755943,5.040883,2.7492893,-0.0015300438,7.2662086,5.475898,6.870937,5.213739,11.800509,4.982493,7.172937,10.6500025,6.638462,6.9103975,8.216356,8.552271,8.059025,8.771555,0.9056029,4.7691565,11.926055,9.168808,6.747553,6.268502,2.0577793,7.003339,8.294421,7.7313924,6.636322,6.0467424,8.631317,0.6230937,5.7941933,7.9031396,6.3458714,7.311957,3.457015,0.17732649,3.09999,9.799533,7.3246074,0.5616552,5.889047,4.537924,8.84746,9.93408,5.578324,2.7656024,3.3443718,4.321638,6.312264,8.416966,7.878824,4.150044,3.9058862,6.8473015,5.708927,2.1651342,2.4158752,5.533248,7.061937,5.868462,6.3815413,6.187161,5.7481494,2.058658,Group1
Cell7,6.868498,8.667899,9.15644,2.259651,9.553805,7.7302666,0.27621382,4.380516,12.257651,8.911288,5.325519,8.431492,4.6354775,7.9950695,9.358157,6.887573,8.115742,10.559279,6.809581,7.6295295,10.045492,1.9213274,7.7154493,4.074821,7.259989,3.8244288,4.888625,7.3216166,2.6663291,6.5183372,7.475688,3.046138,8.456531,7.63758,5.7034364,1.3013456,0.41554493,4.468399,6.123096,6.642449,8.04789,8.166438,9.774628,6.40391,7.8898387,8.00846,8.304614,3.9138086,8.202148,2.7590704,6.678489,6.5116544,6.286817,8.50228,7.1611466,6.4852514,7.9077306,6.6335826,4.312174,7.9411955,9.631438,6.618857,9.713823,6.819419,8.139054,7.2945766,5.807467,7.2271223,3.5387015,7.933932,8.920238,12.756325,7.2240367,9.114057,0.44718385,0.5187754,8.221795,7.979874,6.733712,4.49188,5.5739307,7.6442914,6.015019,6.717912,6.318229,12.308764,4.9085665,6.8314223,7.085465,5.3554807,6.741937,6.1091666,8.129306,8.090622,9.028556,7.730548,7.194446,8.297135,0.2272205,4.070283,9.262883,7.355936,7.3116484,7.47323,3.4809313,6.1467767,6.2175612,6.89644,7.223528,6.928068,2.7973573,6.238336,7.5584545,0.404143,0.17040047,2.3975773,5.4696984,5.0234685,7.453496,6.0115004,8.708664,8.427766,7.927302,6.7787385,7.7320156,3.5769734,9.283279,5.153943,7.477377,3.6332862,5.9400673,3.6519504,7.2105613,6.232929,5.112665,2.9294798,0.09538938,7.244552,5.712467,6.9942484,5.258232,11.861592,5.109743,7.2858295,10.656251,6.6971593,6.9729123,8.493347,8.585275,8.252746,8.85702,1.1178415,4.8794494,12.2362585,9.338087,6.9578257,6.368303,2.0835545,7.298212,8.575528,7.8103185,6.7043605,6.122785,8.835364,0.8468053,6.006058,7.9250736,6.590046,7.367409,3.5055184,0.40797195,3.1011505,9.840964,7.503738,0.5733465,5.9169335,4.688459,9.17401,10.062037,5.8686957,2.865349,3.5234652,4.377014,6.2874537,8.408658,8.23543,4.170509,3.9429936,7.103926,5.8318667,2.3172867,2.3849127,5.702854,7.220646,6.054191,6.538123,6.20765,5.8953133,2.189448,Group1
Cell8,6.8659897,8.886382,9.1776705,2.403912,9.7800865,7.9060206,0.083723865,4.315629,12.153786,9.063741,5.4136953,8.46113,4.674175,8.014807,9.523382,6.7188797,8.502581,10.747119,6.926634,7.8991723,10.056262,2.0024977,7.781634,4.014494,7.453713,3.8423567,5.1516666,7.426806,2.8189373,6.703791,7.6209598,2.9977698,8.716629,8.108092,5.6421423,1.341037,0.2922659,4.59655,6.207631,6.8368254,8.043007,8.452,10.011706,6.42598,8.297999,7.9927206,8.4828825,3.9134269,8.233245,2.777244,6.710091,6.7030697,6.3641467,8.611582,7.320547,6.612717,8.1143055,6.7361426,4.3046093,8.04317,9.649499,6.6579084,10.130419,6.864313,8.2098255,7.519378,5.778886,7.3407125,3.4390736,7.9332085,9.279235,13.219131,7.44176,9.674954,0.4840283,0.6158382,8.46551,7.962264,6.8133726,4.714387,5.8555055,7.920669,6.1799397,6.6050234,6.588251,12.325355,4.915161,6.964568,7.1452746,5.4204297,7.2260704,6.236561,8.533225,7.8738513,9.18836,7.7543793,7.429557,8.318559,0.10334318,3.9938068,9.8266945,7.5097075,7.8388205,7.571782,3.4271665,6.2785273,6.558681,6.5510936,7.3891816,6.979759,2.5682907,6.4405656,7.8309555,0.29288778,0.18056944,2.3293052,5.5989356,5.2437935,7.7634845,5.903096,8.917681,8.436228,8.057358,6.861073,7.576167,3.660738,9.590874,5.1968074,7.6078672,3.5257673,6.183886,3.7048054,7.4800434,6.2550387,5.1472497,3.0991397,0.13124928,7.164382,5.9784703,7.1124835,5.256126,11.926363,5.2208605,7.391626,10.637318,6.7242413,7.0070972,8.833661,8.589471,8.476532,8.93543,1.3196644,4.965631,12.647339,9.535371,7.1958327,6.44992,2.0344703,7.6552434,8.92207,7.8727307,6.744381,6.1699786,9.077285,1.0626566,6.2399235,7.909595,6.8723927,7.3944764,3.4972725,0.6304698,3.0248737,9.865155,7.7024016,0.49476597,5.896294,4.8289056,9.587254,10.207116,6.2099934,2.9235601,3.6955667,4.384056,6.196556,8.354664,8.683902,4.127995,3.9219341,7.406877,5.9418445,2.4441738,2.259532,5.8763776,7.3892393,6.252306,6.699236,6.17874,6.039146,2.2860007,Group3
Cell9,6.79031,8.571692,9.074197,2.1753688,9.456131,7.63814,0.21862172,4.3094177,12.18144,8.819675,5.242245,8.349365,4.5565286,7.9141107,9.265156,6.8215456,8.007754,10.463405,6.7226887,7.530623,9.963116,1.8420119,7.6313696,4.003698,7.1670213,3.7478228,4.792976,7.235076,2.5810237,6.4267254,7.386053,2.9751792,8.357488,7.5239425,5.6307354,1.2256978,0.35273883,4.383063,6.0392823,6.550058,7.968682,8.065823,9.675939,6.3243904,7.780516,7.930088,8.211722,3.8384547,8.120148,2.683525,6.5979934,6.4196134,6.2033653,8.414244,7.070795,6.3979244,7.813165,6.5479307,4.236943,7.854264,9.548947,6.537875,9.602037,6.737806,8.054209,7.199296,5.7322636,7.1400614,3.4710016,7.8545346,8.813477,12.638073,7.1293454,8.9923,0.3726091,0.43971434,8.12419,7.901668,6.6496377,4.3996034,5.4762297,7.544876,5.9254227,6.6479664,6.2206216,12.223672,4.831694,6.743329,7.0024896,5.2738786,6.628207,6.0222254,8.020052,8.026902,8.936286,7.6495566,7.098511,8.215749,0.16464885,4.000348,9.140762,7.2657995,7.1941876,7.387022,3.4099283,6.059478,6.114845,6.843353,7.1326547,6.8458467,2.7398949,6.1457787,7.4594107,0.34046715,0.09806105,2.328734,5.383269,4.9308143,7.35181,5.941941,8.61311,8.347197,7.8383255,6.6944222,7.6641927,3.4957929,9.179917,5.0741644,7.388824,3.5660691,5.8447633,3.572959,7.1120906,6.15358,5.0335345,2.842658,0.021242796,7.171676,5.615767,6.907083,5.181644,11.77342,5.025006,7.1992803,10.575435,6.6169763,6.891928,8.388388,8.504858,8.1565695,8.77089,1.0304956,4.7967734,12.122325,9.242755,6.8619175,6.2844543,2.0136223,7.1932354,8.470029,7.7264185,6.623221,6.0417085,8.73727,0.75870544,5.911417,7.8467665,6.4912605,7.2865486,3.4311538,0.31982896,3.0321817,9.757812,7.410161,0.50710446,5.841037,4.6019983,9.063016,9.9698,5.7663193,2.7867613,3.4358635,4.300647,6.216332,8.332685,8.122804,4.097983,3.8691258,7.0031104,5.7464824,2.23422,2.3202682,5.6129427,7.12956,5.9621215,6.448276,6.132066,5.8073835,2.1087337,Group4
Cell10,6.9953146,8.717082,9.318933,2.212946,9.617532,7.7820683,0.363747,4.487637,12.550664,9.00008,5.372538,8.574358,4.693844,8.133938,9.449668,7.101604,8.065374,10.664216,6.8727,7.6301665,10.232131,1.9004712,7.8241796,4.1731358,7.292521,3.8766022,4.8351145,7.4016943,2.6238096,6.539604,7.538064,3.1165893,8.479532,7.5334525,5.8364797,1.2891297,0.46985036,4.4765244,6.188778,6.6616626,8.200729,8.170041,9.837354,6.508124,7.823585,8.166143,8.367171,3.9774256,8.339434,2.7887282,6.7834945,6.5296674,6.359703,8.605019,7.2095323,6.5361166,7.9471607,6.7005754,4.3879137,8.035973,9.805571,6.7187166,9.681494,6.9204416,8.254288,7.311601,5.9256077,7.300825,3.6462815,8.082204,8.901319,12.763787,7.243275,8.993738,0.41850603,0.46014404,8.248423,8.137934,6.814772,4.451207,5.525139,7.64172,6.036436,6.8992267,6.2911134,12.539924,4.989442,6.886595,7.184286,5.4152627,6.6118736,6.1521664,8.0703,8.35505,9.115972,7.8617196,7.2039804,8.441472,0.27788106,4.1769385,9.14417,7.4113555,7.171074,7.559961,3.5633383,6.18829,6.1511893,7.202942,7.269957,7.027823,2.9569774,6.244956,7.556105,0.45192763,0.14984156,2.4647975,5.498297,4.9951067,7.429358,6.175627,8.763649,8.581617,8.007116,6.8593473,7.9570823,3.589554,9.298841,5.221028,7.5475097,3.7469761,5.9186935,3.6822531,7.202478,6.3335304,5.1832075,2.8835824,0.059833333,7.4198422,5.674721,7.060632,5.351001,12.058186,5.1402435,7.364837,10.871243,6.804918,7.0827537,8.475219,8.744664,8.290434,8.983352,1.0170724,4.918137,12.259814,9.412427,6.960874,6.4406614,2.1341522,7.2462354,8.555874,7.9230123,6.8055105,6.2079673,8.875823,0.7330124,5.9912705,8.080868,6.562204,7.4892597,3.5646632,0.28148523,3.1873372,10.016295,7.5388117,0.60761756,6.0332255,4.6947846,9.132087,10.178863,5.7948985,2.8763242,3.4887738,4.4464855,6.4482346,8.594735,8.15538,4.2615285,4.018025,7.0761185,5.878137,2.2808692,2.4817004,5.7132173,7.2654786,6.059091,6.5725217,6.3343725,5.925231,2.1661906,Group3
