,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene176,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200,group
Cell1,6.9675717,8.622707,9.11034,2.0570734,9.601068,7.725591,0.43860334,4.1804852,12.030587,9.117497,5.375153,8.464052,4.7385006,7.839681,9.31897,6.796921,8.07976,10.445844,6.7543254,7.6226296,10.334582,1.6908098,7.940424,3.9258497,7.2517986,3.6013384,4.7885027,7.3865757,2.7832956,6.3095813,7.4005685,3.0933793,8.470062,7.854422,5.4837337,1.4214485,0.2644063,4.581163,6.20629,6.608895,7.837768,8.2654505,9.721146,6.328219,7.865928,7.8221755,8.086844,3.7677958,8.142394,2.959935,6.856407,6.261177,6.054295,8.1480875,7.1152315,6.681039,7.830105,6.5980535,4.1606708,7.917637,9.479564,6.353736,9.802347,6.7826085,8.021729,7.19616,5.7599645,7.4309134,3.384825,7.71969,8.758964,12.831294,7.022042,9.155384,0.3281123,0.47398728,8.420048,7.832343,6.325663,4.493721,5.387952,7.67404,6.1134853,6.544776,6.4729776,11.908698,4.8480177,6.52871,7.1301017,5.2047644,6.7562704,5.9347887,8.206948,8.03308,9.327429,7.6036487,7.099471,7.876418,0.24199884,4.021922,9.262686,7.43596,7.8243556,7.169892,3.484717,6.3516183,6.3900323,6.7785854,7.504203,6.762488,2.6814055,6.086599,7.524628,0.21198767,0.069603905,2.0898497,5.567557,5.146954,7.5336103,5.7792,8.91571,8.282294,7.8746357,6.9385805,7.636446,3.610919,9.56864,5.0205483,7.7103763,3.4964037,6.364431,3.352353,7.0047445,6.1565266,4.954889,2.9440677,0.22843882,7.1545258,5.98715,6.8742027,5.2039495,11.904275,5.3809285,7.193691,10.710665,6.5482817,6.8013783,8.62474,8.273819,8.296354,8.607234,0.9656781,4.766465,12.065823,9.49239,7.163355,6.191723,1.9296821,7.057144,8.6280775,7.83032,6.6084094,5.9383245,8.680787,0.81664693,5.877276,7.7067323,6.7435064,7.4008036,3.386075,0.23297545,3.3643477,9.599065,7.645023,0.45655394,5.722022,4.6907783,9.356464,9.992155,6.0606036,2.79501,3.3173919,4.3072796,6.009278,8.253949,8.005108,3.8570461,3.6538153,7.0835295,5.745977,2.336521,2.3534381,5.4378123,7.0962424,6.075433,6.552831,6.3378663,5.8612547,2.1618025,Group1
Cell2,6.8632917,8.522486,9.056723,2.2507217,9.490337,7.562491,0.54081863,4.1908035,11.723301,8.842218,5.2881374,8.318349,4.6865363,7.8675804,9.065985,6.7158885,8.06286,10.221457,6.739298,7.5137534,9.914549,1.7982041,7.6227794,4.013671,7.229727,3.6562681,4.8447533,7.232822,2.8766968,6.363167,7.227497,3.0464864,8.260226,7.6864777,5.4735513,1.6227832,0.5747808,4.550611,6.0239606,6.427501,7.8767133,8.02157,9.51599,6.2220054,7.8739944,7.8739667,8.129245,3.7491255,8.020132,2.8829095,6.652932,6.403819,6.095394,8.151565,7.12726,6.4373746,7.7868404,6.497824,4.1565404,7.7168293,9.28686,6.474711,9.541771,6.7530055,8.007641,7.2058992,5.721961,7.2958364,3.4882884,7.6492047,8.710626,12.592073,6.890925,9.108264,0.4429257,0.70247626,8.277701,7.779467,6.3937416,4.4010444,5.5178885,7.5007977,6.0666018,6.5608697,6.2999344,11.677705,4.8204837,6.6092978,7.014709,5.231109,6.765939,5.843562,8.19414,7.883286,9.0320015,7.4668274,7.030868,7.8780117,0.34607682,4.0044518,9.088831,7.237017,7.5876517,7.256581,3.4755807,6.057317,6.310238,6.605119,7.2671237,6.72812,2.7220345,6.1292853,7.412152,0.42410696,0.17799938,2.3298283,5.4671836,5.006734,7.47308,5.7804646,8.610369,8.185303,7.52517,6.7536087,7.5476947,3.5397258,9.222309,5.1145515,7.489488,3.5588782,6.061751,3.4447339,7.1653,6.0100455,5.03422,2.9307072,0.29046965,7.074641,5.7973228,6.8870597,5.266963,11.641575,5.333794,7.072685,10.449317,6.514265,6.8162456,8.527768,8.28234,8.11678,8.557205,1.0478518,4.696348,11.935217,9.268601,6.94363,6.1010103,2.200808,7.041183,8.6099,7.6046643,6.4996166,5.9480724,8.803222,1.062885,5.8974667,7.617772,6.5373025,7.22121,3.3802202,0.5003454,3.372548,9.649575,7.3853636,0.53734934,5.83489,4.680163,9.0807905,9.839644,5.9168396,2.920499,3.412276,4.2378383,5.9799104,8.203884,8.017106,4.036848,3.769715,7.0023303,5.5363245,2.43239,2.4304545,5.634819,7.1276774,6.0032396,6.439345,6.2020164,5.7596765,2.2848368,Group4
Cell3,6.92099,8.631658,9.208567,2.3434687,9.622117,7.607007,0.53025055,4.235382,11.807966,8.860002,5.309135,8.395273,4.709913,8.031174,9.10324,6.782615,8.206424,10.309406,6.844745,7.5880666,9.8806925,1.8278561,7.580044,4.0976553,7.345639,3.7107189,4.935161,7.27296,2.9302256,6.497006,7.256348,3.0242157,8.298479,7.7318745,5.5443063,1.7013625,0.6851457,4.5822983,6.011836,6.4278665,8.04694,8.033142,9.594129,6.259598,8.02635,8.051514,8.308942,3.7639227,8.101729,2.8384342,6.647251,6.5901704,6.2141094,8.309496,7.2597847,6.402156,7.907042,6.547033,4.19178,7.7441916,9.365388,6.650678,9.588743,6.8504615,8.151191,7.339434,5.7840433,7.348601,3.5657263,7.7496476,8.855262,12.741682,6.9339805,9.265377,0.43671674,0.7694458,8.355355,7.893913,6.536836,4.39251,5.6706834,7.5376444,6.1337743,6.6789637,6.3013325,11.804975,4.861902,6.7659826,7.070489,5.3157287,6.8864045,5.878583,8.343951,7.944969,9.043798,7.5236506,7.1140842,8.026757,0.33081475,4.027501,9.172352,7.251245,7.590508,7.4359493,3.4877703,5.9816694,6.365665,6.6153116,7.260272,6.8220935,2.7405791,6.249919,7.481382,0.4734017,0.1602473,2.4516098,5.485788,4.988745,7.574043,5.8669033,8.603968,8.286351,7.46121,6.7615705,7.6346073,3.5180616,9.210414,5.2346997,7.498549,3.6147914,5.981408,3.5144968,7.384522,6.018162,5.143536,2.9243267,0.24933614,7.1526537,5.7741666,7.0129476,5.37377,11.749507,5.3791213,7.126948,10.52272,6.602108,6.9411955,8.638969,8.44705,8.1682205,8.696323,1.0407525,4.709557,12.127948,9.328678,6.9371963,6.143951,2.336714,7.155032,8.76893,7.6143894,6.5439453,6.044362,9.048986,1.1507536,5.9982743,7.7066402,6.5266256,7.2461176,3.391476,0.58372957,3.3916743,9.878966,7.369004,0.5143379,5.987239,4.7271724,9.105413,9.957699,5.9237614,2.9938118,3.48252,4.237858,6.054608,8.332519,8.175966,4.174512,3.8626523,7.0774436,5.494017,2.4741828,2.4613285,5.829718,7.2713947,6.053955,6.479184,6.2219434,5.7862487,2.337911,Group4
Cell4,6.9962873,8.847625,9.526956,2.4176695,9.903904,7.665246,0.3494445,4.2368727,12.024288,8.881313,5.27752,8.537205,4.6733546,8.355219,9.170949,6.87519,8.4899235,10.507581,7.0224757,7.710708,9.807051,1.7563066,7.448302,4.1824183,7.554551,3.7248018,5.048005,7.3160534,2.9291382,6.73054,7.274644,2.8600652,8.354778,7.794133,5.6247387,1.7339563,0.76963794,4.56164,5.9201293,6.370308,8.385663,8.027009,9.758922,6.2800655,8.325907,8.406212,8.672654,3.6927693,8.24886,2.6229181,6.5802617,6.9393406,6.4100194,8.625941,7.503333,6.266871,8.134743,6.597581,4.1722493,7.7674837,9.527167,6.9783144,9.68575,7.010928,8.433724,7.5865197,5.849684,7.420397,3.6272943,7.931773,9.152034,13.114824,6.9776897,9.59617,0.26380143,0.761099,8.4981985,8.10889,6.7911468,4.2812824,5.9314523,7.578052,6.2163715,6.8813663,6.243884,12.11379,4.8670983,7.0536795,7.144142,5.422421,7.097458,5.887034,8.643337,8.046198,9.055205,7.607215,7.248068,8.318479,0.136448,3.9787211,9.341724,7.23769,7.5579753,7.784223,3.4062934,5.751472,6.4266605,6.5822616,7.2010794,6.974519,2.6603017,6.4506006,7.5911837,0.421668,-0.04240586,2.5907032,5.4519544,4.8670406,7.754335,5.9868464,8.568424,8.478845,7.28136,6.726142,7.7854033,3.3635607,9.173169,5.4171987,7.4779434,3.6304326,5.7410073,3.5585299,7.8184953,5.9705286,5.3009686,2.7930074,-0.002602093,7.275985,5.6544876,7.2379165,5.529637,12.015384,5.4015336,7.198258,10.692898,6.7375054,7.1629143,8.8594675,8.780541,8.250967,8.978428,0.87609386,4.650907,12.584407,9.449764,6.873463,6.174083,2.5045495,7.356249,9.095512,7.597181,6.583841,6.188698,9.568696,1.1942359,6.151645,7.8628983,6.4467483,7.255673,3.3063464,0.60790473,3.3236442,10.377111,7.290994,0.30623436,6.252378,4.7422414,9.145718,10.215329,5.8719406,3.0367715,3.5270581,4.142601,6.1522136,8.585712,8.492174,4.377172,3.9628966,7.19321,5.328013,2.4399095,2.4031203,6.1846256,7.5394516,6.099456,6.5082355,6.203402,5.7747912,2.3258426,Group3
Cell5,6.990996,8.639857,9.123004,2.081109,9.615258,7.7496657,0.473853,4.207422,12.04733,9.143008,5.4033837,8.484422,4.7670183,7.8522477,9.342451,6.8196173,8.094051,10.463553,6.7733445,7.6439314,10.364059,1.7211907,7.9726896,3.9492137,7.269412,3.6277964,4.8105536,7.4113445,2.8105037,6.326238,7.426408,3.1276035,8.494135,7.8783083,5.5071063,1.4473565,0.28820294,4.609011,6.2370234,6.638106,7.8497,8.292246,9.740382,6.354088,7.879551,7.833419,8.097666,3.7979207,8.162576,2.9963958,6.8859973,6.2728386,6.072608,8.160947,7.1313624,6.7136025,7.8468394,6.6225905,4.1885185,7.943201,9.498959,6.3663177,9.824506,6.802371,8.03607,7.2121286,5.783945,7.454436,3.4092543,7.7384076,8.772603,12.841163,7.0468254,9.167507,0.3630334,0.5017747,8.440383,7.8496275,6.341419,4.525496,5.403537,7.6988916,6.1366916,6.562752,6.502199,11.921454,4.8747168,6.5429993,7.1535783,5.227033,6.7738476,5.9612226,8.220538,8.05526,9.353343,7.626642,7.1203423,7.8903785,0.27785754,4.0510507,9.281777,7.463173,7.8523445,7.181488,3.515321,6.3883247,6.414141,6.806717,7.5333815,6.7826,2.71205,6.1047015,7.546496,0.24168155,0.10584079,2.1110754,5.5958614,5.1791067,7.5524287,5.80083,8.943704,8.300498,7.90899,6.9667964,7.6565285,3.6446664,9.596632,5.03956,7.737862,3.5228066,6.401577,3.3775444,7.0126534,6.1853604,4.9749923,2.9768894,0.2667888,7.1758513,6.019119,6.891165,5.224092,11.918889,5.4068217,7.2172613,10.729555,6.5691547,6.818489,8.641693,8.285926,8.319303,8.621526,1.0001689,4.7959347,12.072176,9.513542,7.192769,6.2171893,1.9496831,7.0751123,8.640442,7.857645,6.633406,5.9588814,8.684794,0.84215367,5.8974495,7.72657,6.773667,7.427021,3.4168484,0.2593842,3.3943841,9.6039,7.6749988,0.49298203,5.7373796,4.7170687,9.381126,10.007345,6.089629,2.820312,3.3425655,4.338385,6.0318475,8.269531,8.017994,3.8753197,3.676541,7.1051903,5.779977,2.3652155,2.3831658,5.4493203,7.1113157,6.100248,6.578303,6.3654213,5.888558,2.1895568,Group1
Cell6,6.9168077,8.547013,9.02162,2.0414982,9.512251,7.671,0.45834783,4.1565113,11.93051,9.056401,5.345727,8.396388,4.714084,7.759514,9.252111,6.7457666,8.001653,10.35878,6.695543,7.5627747,10.273635,1.6914293,7.9019957,3.8959377,7.186557,3.5803294,4.749811,7.335818,2.7695448,6.2487783,7.3520203,3.0926032,8.410333,7.7985363,5.443094,1.4142909,0.2606814,4.5563893,6.1765227,6.57307,7.7562466,8.212998,9.64237,6.2871313,7.787854,7.739278,8.001215,3.7535377,8.076544,2.9648974,6.8196926,6.1899476,5.998821,8.066424,7.047739,6.651939,7.7589808,6.552235,4.138797,7.864929,9.402795,6.283851,9.729305,6.7252326,7.9441276,7.1277595,5.7187285,7.377165,3.3609395,7.6536,8.6747675,12.710887,6.973831,9.065187,0.34791124,0.4774134,8.352613,7.762388,6.2628098,4.478009,5.3311973,7.621478,6.068144,6.4851923,6.4381137,11.800876,4.8189287,6.4612956,7.0783296,5.1636715,6.69437,5.8976316,8.126453,7.9722867,9.265755,7.5475698,7.042298,7.798999,0.2644114,4.003764,9.186759,7.3901267,7.7775145,7.092253,3.4734433,6.333714,6.344727,6.7392654,7.462133,6.706004,2.6757598,6.0304494,7.4666696,0.22132756,0.09402018,2.0679953,5.5369625,5.1275506,7.4690213,5.732768,8.861352,8.211219,7.8411593,6.8983383,7.5738697,3.605546,9.509774,4.9737096,7.6632385,3.4759996,6.3473854,3.3303332,6.9203024,6.1230097,4.910855,2.9413002,0.2563114,7.0979514,5.961555,6.810163,5.158282,11.800484,5.346428,7.1416826,10.624317,6.494915,6.7381616,8.548609,8.18967,8.235402,8.525489,0.98015237,4.7439065,11.943123,9.41932,7.1241436,6.15071,1.9062946,6.99401,8.54204,7.7820086,6.56351,5.8884835,8.576383,0.8127965,5.8270297,7.6431446,6.708799,7.3530684,3.3758464,0.23509404,3.3526814,9.490108,7.6036997,0.4787131,5.662473,4.661893,9.291891,9.902795,6.028162,2.7770727,3.2955747,4.291412,5.963283,8.177422,7.9244876,3.816643,3.624405,7.028167,5.7264204,2.329054,2.34808,5.3719316,7.0266027,6.033819,6.5093384,6.3003435,5.8264775,2.1535153,Group1
Cell7,6.9926567,8.681987,9.219301,2.2510808,9.669301,7.7134094,0.52288204,4.25391,11.97237,9.033245,5.3858037,8.480721,4.767934,7.996213,9.257895,6.8391232,8.20166,10.430584,6.853312,7.6558375,10.146609,1.802798,7.7974186,4.06216,7.353854,3.7029488,4.913253,7.3762674,2.903312,6.460179,7.3736687,3.0967662,8.4309025,7.8404007,5.5634136,1.6103879,0.5270269,4.6263595,6.149196,6.560074,8.003899,8.192806,9.70924,6.3397756,8.005646,7.9992228,8.260602,3.808291,8.1735525,2.9345672,6.7929096,6.4885583,6.189273,8.289028,7.244502,6.579238,7.924386,6.6198277,4.2211256,7.876121,9.474045,6.563932,9.743605,6.8694053,8.145008,7.324933,5.820493,7.437717,3.524759,7.7881823,8.866022,12.847278,7.024727,9.270847,0.42133337,0.66906434,8.43883,7.918282,6.4892,4.483109,5.5880775,7.6520567,6.172816,6.667027,6.428923,11.91477,4.900789,6.706919,7.148504,5.3111386,6.876835,5.9521317,8.334775,8.038199,9.22949,7.6121297,7.1581182,8.010684,0.32426095,4.068171,9.26959,7.38715,7.7498016,7.3652983,3.5282855,6.199548,6.4257784,6.739822,7.423392,6.8447556,2.7535038,6.22356,7.552881,0.38793367,0.15243909,2.3248758,5.57012,5.1069703,7.60734,5.874337,8.801499,8.338086,7.7026553,6.8927445,7.6874638,3.6026952,9.430768,5.1825266,7.647506,3.6026516,6.2052894,3.482019,7.2615223,6.12978,5.102853,2.9739382,0.2737739,7.2043524,5.9194574,6.9997315,5.3422933,11.882608,5.426473,7.2083745,10.668072,6.6268883,6.9273124,8.686892,8.421488,8.280374,8.710008,1.0422374,4.7805824,12.162369,9.459994,7.0913687,6.2142725,2.1889102,7.1609244,8.75902,7.765513,6.622906,6.0438085,8.935355,1.0335522,5.990738,7.75887,6.6755376,7.3682194,3.4306788,0.4575029,3.4208088,9.807903,7.5471244,0.5224815,5.913447,4.7553945,9.276294,10.031189,6.0344505,2.9432323,3.4485939,4.313482,6.0819573,8.350148,8.150833,4.0723133,3.8095791,7.1308947,5.656525,2.4504154,2.4512014,5.697364,7.242089,6.111983,6.5622044,6.323752,5.868206,2.296156,Group1
Cell8,7.0429792,8.687899,9.16651,2.1217608,9.661926,7.804352,0.5248593,4.257023,12.103256,9.202967,5.457588,8.53619,4.8200192,7.8924913,9.4003105,6.8702493,8.137095,10.516808,6.819165,7.6948147,10.4320965,1.769057,8.038385,3.9936168,7.314662,3.6753573,4.855404,7.4660816,2.857006,6.3679395,7.4825497,3.1838474,8.550655,7.9330707,5.555363,1.4888357,0.32412624,4.6607676,6.296481,6.696608,7.8891273,8.3517475,9.793802,6.407622,7.9212103,7.871926,8.136289,3.850584,8.21331,3.0551724,6.9455957,6.3080297,6.115799,8.202328,7.1743793,6.7765727,7.892391,6.675086,4.239237,8.000266,9.551985,6.4029155,9.881865,6.849213,8.079033,7.2551374,5.833661,7.507688,3.4536855,7.7862253,8.816488,12.89027,7.100683,9.21043,0.4133468,0.543321,8.491999,7.895889,6.382009,4.5820603,5.4415936,7.7544446,6.18629,6.6067214,6.56038,11.971981,4.9256616,6.5822124,7.2060294,5.27319,6.8178296,6.0145082,8.262999,8.10828,9.414337,7.6796436,7.1693845,7.9324956,0.32915804,4.1030655,9.333881,7.521159,7.912282,7.2188373,3.5678985,6.455782,6.465576,6.864257,7.594051,6.82984,2.7626975,6.1477036,7.5978627,0.28502056,0.15719979,2.148213,5.650635,5.2377663,7.5999165,5.847586,9.00634,8.349049,7.977195,7.024839,7.7058864,3.7015772,9.660877,5.0810947,7.7968755,3.5700378,6.4696283,3.4228706,7.0448775,6.242264,5.0177617,3.0309706,0.32124323,7.2256107,6.0796156,6.9346504,5.267526,11.971781,5.4580503,7.26999,10.784973,6.6168404,6.8619857,8.689487,8.326654,8.373957,8.665871,1.0515046,4.850223,12.114899,9.56885,7.252899,6.2698717,1.9848586,7.1203365,8.682375,7.9167485,6.686515,6.004657,8.716164,0.8816272,5.9425836,7.775789,6.833716,7.483647,3.4693992,0.29857188,3.4459383,9.638592,7.7370367,0.54554033,5.7759695,4.7671022,9.440588,10.056257,6.146542,2.8644044,3.3877826,4.3936334,6.0803733,8.314657,8.059055,3.91304,3.7194564,7.1552033,5.8424773,2.4125175,2.4318314,5.482284,7.1529326,6.15181,6.6318827,6.421136,5.942775,2.235225,Group3
Cell9,6.817772,8.543663,9.127525,2.2119296,9.54242,7.5074635,0.37907055,4.113127,11.73961,8.766978,5.19242,8.303369,4.589331,7.943044,9.013254,6.6791134,8.118036,10.23119,6.744445,7.4905357,9.790833,1.6883087,7.4740477,3.977305,7.2494655,3.5856388,4.8209143,7.170851,2.799821,6.3964033,7.153316,2.8889968,8.203143,7.6332355,5.432751,1.5644792,0.5437003,4.4614544,5.8974743,6.3172054,7.9593945,7.934101,9.510387,6.150479,7.9373813,7.964524,8.223842,3.636351,8.0081835,2.7003682,6.537634,6.4939694,6.1105137,8.222836,7.1642265,6.2887645,7.814959,6.440685,4.06856,7.644339,9.280134,6.5541387,9.502727,6.7496247,8.062429,7.244485,5.6734805,7.247909,3.4413214,7.6550837,8.771322,12.684283,6.829797,9.185097,0.28521988,0.62544966,8.263234,7.8013277,6.4371667,4.267497,5.5658755,7.437082,6.0259337,6.5784554,6.1898932,11.739659,4.7436414,6.6688337,6.9681396,5.20363,6.787464,5.766711,8.256939,7.8489356,8.951583,7.42443,7.0140004,7.937532,0.17795378,3.902299,9.086157,7.1471276,7.487859,7.344945,3.358151,5.8625393,6.258542,6.5066195,7.1547,6.7208157,2.6063828,6.146703,7.3827677,0.32614085,0.0060582384,2.3228858,5.370091,4.8670697,7.4783335,5.758649,8.507481,8.195446,7.3528876,6.653703,7.5382967,3.3862133,9.117618,5.124609,7.3957267,3.48917,5.8619394,3.3891952,7.296035,5.9052978,5.0320525,2.789577,0.09406693,7.052456,5.657411,6.91525,5.263657,11.682429,5.264626,7.02487,10.444896,6.4989076,6.842946,8.55117,8.361803,8.072955,8.610916,0.89326113,4.5882425,12.069513,9.241852,6.8294783,6.0344367,2.208231,7.0574265,8.685444,7.5123954,6.437226,5.938011,8.97362,1.0108284,5.8919373,7.610955,6.4158363,7.1427326,3.2611408,0.43966192,3.2619061,9.808015,7.2634816,0.3621564,5.8845315,4.608406,9.014534,9.879276,5.8101754,2.8652577,3.3570375,4.1124177,5.9467745,8.243907,8.088472,4.058537,3.7413616,6.976531,5.373998,2.3398626,2.3261368,5.7290077,7.1767197,5.9443936,6.3717055,6.111301,5.673148,2.203483,Group4
Cell10,7.036255,8.687475,9.159323,2.0374906,9.66768,7.8120337,0.45103246,4.2166324,12.156709,9.237895,5.4407816,8.543724,4.7938375,7.864399,9.431866,6.8583817,8.118534,10.5477495,6.7945848,7.691762,10.499706,1.6995977,8.076326,3.9374237,7.293545,3.6240222,4.8088913,7.4705405,2.7948713,6.328432,7.490736,3.1496732,8.570392,7.942223,5.5244336,1.4003903,0.21003507,4.629848,6.301322,6.7029915,7.858929,8.377072,9.817996,6.3985324,7.896995,7.8392224,8.106499,3.8139334,8.21502,3.0261488,6.957229,6.2514076,6.0775714,8.180189,7.146204,6.795087,7.8777685,6.6660137,4.2015047,8.015927,9.572782,6.3508024,9.916927,6.8275204,8.0596895,7.2277427,5.8091936,7.5087905,3.3922107,7.7762985,8.806798,12.934221,7.0992866,9.202202,0.33665603,0.44567174,8.498709,7.8831,6.3398185,4.562562,5.383652,7.7638316,6.165019,6.575337,6.564597,12.010427,4.89531,6.5385146,7.2021093,5.2341332,6.7885685,6.0008926,8.244204,8.11475,9.453987,7.6818156,7.1564503,7.909554,0.25413746,4.067273,9.350172,7.534408,7.9343596,7.176721,3.5282283,6.482502,6.451735,6.86986,7.614832,6.808966,2.7101464,6.1093125,7.5950747,0.18935964,0.08062288,2.055287,5.6371865,5.230086,7.5873046,5.815746,9.046112,8.346558,8.020896,7.0333104,7.699072,3.674228,9.711221,5.0284057,7.8154635,3.5168219,6.497994,3.3633614,6.988032,6.240086,4.9675775,2.989792,0.2541476,7.2150536,6.084944,6.9052877,5.221504,12.016228,5.4336967,7.2674074,10.824063,6.5949845,6.83193,8.688457,8.304096,8.387206,8.655853,0.98373497,4.827607,12.134957,9.595604,7.268929,6.2572565,1.8853346,7.0972276,8.666399,7.936754,6.6791124,5.971886,8.6737175,0.7820724,5.907569,7.7693143,6.845385,7.4930725,3.4286845,0.19251104,3.4024622,9.613725,7.7627063,0.47585684,5.7226963,4.7328663,9.476612,10.071614,6.1434383,2.796228,3.3276484,4.368927,6.055331,8.303136,8.034687,3.8390899,3.65677,7.1445923,5.8505387,2.3480053,2.3709707,5.4118223,7.1209917,6.135182,6.625134,6.417714,5.9308105,2.1648085,Group3
