,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100,Gene101,Gene102,Gene103,Gene104,Gene105,Gene106,Gene107,Gene108,Gene109,Gene110,Gene111,Gene112,Gene113,Gene114,Gene115,Gene116,Gene117,Gene118,Gene119,Gene120,Gene121,Gene122,Gene123,Gene124,Gene125,Gene126,Gene127,Gene128,Gene129,Gene130,Gene131,Gene132,Gene133,Gene134,Gene135,Gene136,Gene137,Gene138,Gene139,Gene140,Gene141,Gene142,Gene143,Gene144,Gene145,Gene146,Gene147,Gene148,Gene149,Gene150,Gene151,Gene152,Gene153,Gene154,Gene155,Gene156,Gene157,Gene158,Gene159,Gene160,Gene161,Gene162,Gene163,Gene164,Gene165,Gene166,Gene167,Gene168,Gene169,Gene170,Gene171,Gene172,Gene173,Gene174,Gene175,Gene176,Gene177,Gene178,Gene179,Gene180,Gene181,Gene182,Gene183,Gene184,Gene185,Gene186,Gene187,Gene188,Gene189,Gene190,Gene191,Gene192,Gene193,Gene194,Gene195,Gene196,Gene197,Gene198,Gene199,Gene200,group
Cell1,0.9999703,0.9999977,0.99999654,0.9879342,0.99999875,0.99998283,0.85072404,0.99909437,0.9999999,0.9999985,0.99972504,0.999998,0.9996385,0.9999968,0.9999982,0.9999871,0.99999607,0.9999997,0.9999906,0.9999881,0.9999998,0.98259926,0.9999934,0.9983709,0.9999844,0.9983873,0.9996128,0.9999948,0.9952571,0.99995947,0.9999872,0.99620295,0.9999978,0.999994,0.99985605,0.97147983,0.9014181,0.9995809,0.9998832,0.99997354,0.9999948,0.99999493,0.9999987,0.99996567,0.9999937,0.9999897,0.9999972,0.99913716,0.9999964,0.99448,0.9999541,0.9999813,0.99993414,0.9999955,0.9999928,0.99998635,0.99998355,0.99998695,0.99928564,0.9999955,0.9999968,0.99997014,0.99999917,0.9999632,0.99999136,0.9999753,0.99994946,0.9999903,0.9972523,0.99999344,0.999996,1.0,0.9999822,0.9999982,0.8691764,0.89547503,0.99999756,0.9999886,0.99991316,0.9992669,0.9999323,0.99999046,0.99992335,0.9999563,0.9999371,1.0,0.99944633,0.9999731,0.9999784,0.9998025,0.99997324,0.9999518,0.99999875,0.99999595,0.9999975,0.99998736,0.99998885,0.9999945,0.8297448,0.9995175,0.9999982,0.9999915,0.9999921,0.9999959,0.9978193,0.9999173,0.9999248,0.9999323,0.9999941,0.99997216,0.99338454,0.99993974,0.99998105,0.8729292,0.7944671,0.9905533,0.99984676,0.99975675,0.99998784,0.9999369,0.9999981,0.999994,0.99999297,0.99998146,0.9999772,0.9983698,0.9999988,0.9996192,0.99998516,0.9982372,0.9999474,0.9966695,0.9999908,0.9998958,0.99954885,0.9959155,0.80256766,0.99997914,0.9998761,0.99999213,0.9996417,1.0,0.99980295,0.9999824,0.99999994,0.99995357,0.9999716,0.9999982,0.9999963,0.9999967,0.9999986,0.95282096,0.99921685,1.0,0.9999973,0.99996376,0.9999576,0.9875391,0.99994934,0.99999654,0.999994,0.99997485,0.9998808,0.9999999,0.94234973,0.999835,0.9999886,0.9999556,0.999988,0.9975933,0.88864964,0.9970291,0.9999996,0.9999917,0.8719784,0.99989414,0.9992389,0.9999986,0.9999996,0.9998718,0.9951425,0.9965761,0.9993723,0.9999259,0.99999714,0.9999977,0.99891245,0.998054,0.9999855,0.999813,0.9893936,0.9928779,0.99994576,0.99997807,0.9998966,0.9999495,0.99989665,0.99977493,0.9895603,Group1
Cell2,1.0,1.0,1.0,0.99975765,1.0,1.0,0.96197426,0.99999833,1.0,1.0,0.9999998,1.0,0.99999964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999507,1.0,0.9999948,1.0,0.99999493,0.99999964,1.0,0.9999599,1.0,1.0,0.99997383,1.0,1.0,1.0,0.9987055,0.97703266,0.99999934,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999959,1.0,0.9999463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99998593,1.0,1.0,1.0,1.0,1.0,0.9713618,0.9821882,1.0,1.0,1.0,0.99999887,1.0,1.0,1.0,1.0,1.0,1.0,0.99999934,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.949388,0.99999744,1.0,1.0,1.0,1.0,0.9999886,1.0,1.0,1.0,1.0,1.0,0.99992394,1.0,1.0,0.9730861,0.9233409,0.9998379,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999948,1.0,0.9999997,1.0,0.999994,1.0,0.9999797,1.0,1.0,0.9999996,0.9999699,0.9298824,1.0,0.99999994,1.0,0.9999997,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9964918,0.99999875,1.0,1.0,1.0,1.0,0.99974203,1.0,1.0,1.0,1.0,0.99999994,1.0,0.9947531,0.99999994,1.0,1.0,1.0,0.9999891,0.9796554,0.99998367,1.0,1.0,0.97265506,1.0,0.9999988,1.0,1.0,0.99999994,0.999958,0.99997854,0.99999917,1.0,1.0,1.0,0.9999976,0.9999927,1.0,0.99999994,0.9998111,0.9999123,1.0,1.0,1.0,1.0,1.0,0.9999999,0.9998168,Group4
Cell3,0.9999846,0.999999,0.99999845,0.9909115,0.99999946,0.9999914,0.865624,0.9994202,0.9999999,0.99999803,0.99983644,0.9999991,0.99974245,0.99999857,0.9999992,0.9999937,0.9999982,0.9999999,0.99997807,0.99999404,0.99999994,0.9865763,0.9999969,0.99891835,0.9999922,0.9989299,0.9997648,0.99998915,0.99663377,0.99997854,0.9999937,0.99734247,0.9999985,0.9999972,0.99991775,0.9772607,0.8935615,0.9996414,0.9999341,0.9999864,0.9999976,0.9999976,0.99999946,0.9999673,0.999997,0.999995,0.999998,0.9989902,0.9999984,0.9960446,0.99997556,0.99996984,0.9999641,0.9999979,0.9999895,0.9999862,0.9999918,0.9999814,0.9995493,0.9999979,0.9999985,0.9999845,0.99999964,0.9999807,0.9999958,0.99998736,0.99993414,0.99999315,0.9981154,0.9999957,0.99999815,1.0,0.99999106,0.9999992,0.8834635,0.9085045,0.99999577,0.99999446,0.9999519,0.99953675,0.99993575,0.9999954,0.99995786,0.99997675,0.99996585,1.0,0.99965614,0.9999861,0.99998903,0.9998809,0.9999862,0.999956,0.9999989,0.9999967,0.99999887,0.9999938,0.9999946,0.99999744,0.8451054,0.9991848,0.9999992,0.9999938,0.9999945,0.9999927,0.9983019,0.99995434,0.9999587,0.99996305,0.9999918,0.99998564,0.995205,0.99996734,0.99999046,0.8870659,0.8101081,0.9926863,0.9999121,0.9998564,0.99998516,0.9999657,0.99999917,0.99999714,0.99999666,0.99999064,0.9999884,0.99891764,0.9999995,0.9997689,0.9999926,0.9988239,0.99997175,0.99768806,0.9999956,0.9999416,0.9997233,0.9971281,0.8181947,0.99998945,0.99992985,0.99999624,0.9997834,1.0,0.9998852,0.9999912,1.0,0.99997526,0.99998385,0.9999992,0.99999833,0.9999985,0.9999994,0.9610514,0.9995031,1.0,0.9999988,0.999981,0.99996006,0.9905943,0.9999728,0.99999845,0.99999714,0.99998176,0.99993265,0.9999994,0.9517215,0.9999049,0.99999446,0.9999764,0.9999941,0.99836284,0.90205264,0.9979524,0.9999998,0.99999607,0.88615406,0.99994063,0.9995179,0.9999994,0.9999998,0.9999272,0.9965472,0.9976191,0.99960715,0.99995935,0.9999987,0.99999756,0.99929583,0.9986937,0.9999928,0.9998914,0.99207693,0.9948135,0.99996644,0.9999865,0.99994206,0.99997294,0.9999421,0.9998678,0.99220943,Group4
Cell4,0.9999751,0.99999815,0.9999972,0.98873454,0.999999,0.9999857,0.8536308,0.9991924,0.9999999,0.9999987,0.99975985,0.9999984,0.9996789,0.9999974,0.99999857,0.99998933,0.99999684,0.99999976,0.9999913,0.99999017,0.9999998,0.983644,0.9999946,0.99853224,0.999987,0.99854726,0.99965984,0.99999523,0.9956454,0.9999657,0.9999894,0.9965276,0.99999815,0.9999951,0.9998757,0.97294337,0.9026379,0.999622,0.99989945,0.9999778,0.99999577,0.9999959,0.999999,0.9999698,0.9999948,0.9999915,0.9999977,0.99919605,0.99999714,0.9949182,0.99996114,0.999983,0.9999439,0.99999636,0.99999356,0.9999881,0.9999863,0.9999883,0.9993656,0.99999636,0.9999974,0.9999749,0.99999934,0.999969,0.9999929,0.9999793,0.9999542,0.9999918,0.99750155,0.9999945,0.9999968,1.0,0.99998516,0.99999857,0.87207603,0.89826524,0.99999785,0.9999906,0.9999257,0.9993487,0.9999399,0.9999922,0.9999345,0.99996305,0.9999465,1.0,0.99951047,0.99997747,0.999982,0.99982804,0.9999775,0.9999575,0.9999989,0.9999966,0.999998,0.99998957,0.9999908,0.9999955,0.83260083,0.9995415,0.99999857,0.9999928,0.9999933,0.9999963,0.9980045,0.99992925,0.99993575,0.99994224,0.9999948,0.99997663,0.99389005,0.99994874,0.9999842,0.8758209,0.79711926,0.99119097,0.9998675,0.999788,0.9999893,0.9999463,0.9999985,0.99999505,0.9999942,0.99998456,0.9999809,0.9985313,0.99999905,0.9996655,0.99998766,0.9984096,0.9999554,0.9969613,0.99999243,0.99991053,0.99960256,0.99625987,0.8052784,0.9999826,0.9998933,0.9999935,0.99968565,1.0,0.99982893,0.99998534,0.99999994,0.99996066,0.99997604,0.99999857,0.999997,0.9999974,0.99999887,0.954807,0.9993034,1.0,0.9999978,0.9999694,0.9999626,0.98835886,0.999957,0.9999972,0.99999505,0.9999784,0.99989736,0.9999999,0.94455856,0.9998572,0.9999906,0.99996245,0.9999901,0.99781674,0.8914806,0.9972949,0.9999997,0.9999932,0.8748723,0.99990904,0.99932337,0.9999989,0.9999997,0.9998895,0.99553835,0.9968746,0.9994438,0.99993676,0.9999977,0.99999803,0.99902713,0.9982413,0.99998796,0.99983776,0.9901203,0.9934134,0.99995345,0.9999814,0.99991125,0.9999572,0.99991125,0.99980414,0.9902784,Group3
Cell5,0.9999886,0.9999993,0.9999989,0.991931,0.99999964,0.99999374,0.8700901,0.99952483,0.99999994,0.99999905,0.9998707,0.9999994,0.99980545,0.999999,0.99999946,0.9999954,0.99999875,0.99999994,0.99999064,0.99999577,1.0,0.9879424,0.9999978,0.9990975,0.99999434,0.9991074,0.9998122,0.99999535,0.9970973,0.999984,0.99999547,0.9977242,0.9999991,0.99999803,0.9999363,0.97924495,0.9053988,0.99974304,0.9999492,0.99999,0.99999833,0.99999833,0.99999964,0.9999801,0.9999979,0.9999964,0.9999988,0.9993226,0.99999887,0.9965732,0.9999817,0.999985,0.9999729,0.99999857,0.9999949,0.99999213,0.99999404,0.9999905,0.9996333,0.99999857,0.999999,0.99998856,0.99999976,0.99998564,0.999997,0.9999907,0.99996305,0.9999957,0.9984021,0.99999726,0.99999875,1.0,0.9999935,0.99999946,0.8878792,0.912684,0.99999815,0.999996,0.9999633,0.9996228,0.9999594,0.9999967,0.99996793,0.99998266,0.9999742,1.0,0.99972236,0.9999898,0.99999195,0.99990785,0.99998987,0.99997234,0.99999946,0.9999981,0.9999992,0.9999955,0.9999961,0.9999982,0.849528,0.99952924,0.99999946,0.9999962,0.99999654,0.9999967,0.9986351,0.9999652,0.9999686,0.999972,0.99999595,0.9999894,0.9958224,0.9999754,0.999993,0.89146024,0.81424767,0.9936471,0.99993175,0.99988693,0.9999921,0.9999741,0.99999946,0.99999803,0.9999976,0.9999932,0.9999915,0.9990969,0.99999964,0.9998155,0.99999464,0.9990163,0.9999788,0.9980281,0.99999684,0.9999552,0.99977803,0.9975351,0.8224204,0.99999225,0.9999459,0.9999973,0.99982744,1.0,0.9999102,0.99999356,1.0,0.99998146,0.99998844,0.99999946,0.99999887,0.999999,0.9999996,0.9638486,0.99959457,1.0,0.99999917,0.9999859,0.9999753,0.99164087,0.9999796,0.9999989,0.99999803,0.999988,0.9999481,0.9999998,0.9548811,0.999926,0.999996,0.99998236,0.99999577,0.99861753,0.9063136,0.9982597,0.9999999,0.9999972,0.8905542,0.9999544,0.999607,0.9999996,0.9999999,0.9999438,0.99702054,0.99796754,0.99968165,0.9999691,0.9999991,0.99999875,0.9994197,0.9989041,0.9999948,0.9999152,0.9929943,0.99547094,0.99997586,0.9999907,0.9999556,0.9999797,0.9999556,0.9998961,0.9931149,Group1
Cell6,1.0,1.0,1.0,0.9994329,1.0,1.0,0.9481871,0.99999344,1.0,1.0,0.99999917,1.0,0.9999985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99892855,1.0,0.999982,1.0,0.9999823,0.99999845,1.0,0.99988693,0.99999994,1.0,0.9999229,1.0,1.0,0.9999997,0.99745554,0.97274554,0.99999785,0.9999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999913,1.0,0.9998532,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,0.99999565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,0.9999558,1.0,1.0,1.0,1.0,1.0,0.9596834,0.97354704,1.0,1.0,0.9999999,0.9999954,0.9999999,1.0,0.9999999,1.0,0.99999994,1.0,0.9999972,1.0,1.0,0.9999995,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9333131,0.9999959,1.0,1.0,1.0,1.0,0.99996763,0.9999999,0.9999999,0.99999994,1.0,1.0,0.9997994,0.99999994,1.0,0.9618418,0.9039165,0.999619,0.9999997,0.9999993,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,0.99998194,1.0,0.9999985,1.0,0.9999794,0.9999999,0.9999385,1.0,0.9999998,0.99999803,0.99991256,0.9111554,1.0,0.99999976,1.0,0.9999987,1.0,0.9999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99379,0.9999949,1.0,1.0,1.0,0.9999999,0.9994004,1.0,1.0,1.0,1.0,0.9999998,1.0,0.99110097,0.99999964,1.0,1.0,1.0,0.9999648,0.9702304,0.99994946,1.0,1.0,0.9613007,0.9999998,0.9999951,1.0,1.0,0.99999976,0.9998822,0.99993545,0.9999965,0.9999999,1.0,1.0,0.999991,0.99997556,1.0,0.9999996,0.99954647,0.99977213,0.9999999,1.0,0.9999998,0.9999999,0.9999998,0.9999994,0.99955875,Group1
Cell7,0.99999243,0.9999996,0.99999934,0.9932135,0.99999976,0.99999595,0.87783545,0.9996394,1.0,0.9999988,0.99990636,0.99999964,0.9998403,0.9999994,0.9999997,0.9999971,0.9999992,0.99999994,0.9999822,0.99999726,1.0,0.98970556,0.9999986,0.99929905,0.99999636,0.9993071,0.9998621,0.9999918,0.9976485,0.9999893,0.9999971,0.9981725,0.9999993,0.99999875,0.999955,0.9819098,0.89861816,0.99976045,0.9999644,0.9999934,0.9999989,0.999999,0.99999976,0.9999798,0.9999987,0.99999774,0.999999,0.99921626,0.99999934,0.9972071,0.99998766,0.99997795,0.9999814,0.9999991,0.99999297,0.9999916,0.9999961,0.99998724,0.99972427,0.9999991,0.9999994,0.9999924,0.9999999,0.9999904,0.99999815,0.99999386,0.99995345,0.9999964,0.99873316,0.99999785,0.9999992,1.0,0.99999577,0.9999997,0.89525527,0.9193172,0.99999714,0.99999744,0.99997455,0.9997161,0.99995905,0.9999979,0.9999779,0.9999883,0.99998236,1.0,0.99979335,0.99999326,0.99999475,0.9999325,0.99999326,0.9999728,0.99999946,0.9999983,0.9999995,0.99999714,0.9999975,0.99999887,0.857555,0.9992945,0.9999997,0.9999968,0.9999972,0.9999949,0.99881643,0.9999759,0.99997836,0.9999808,0.9999946,0.99999297,0.99657047,0.9999832,0.99999547,0.8987464,0.8224488,0.99454695,0.99995166,0.9999185,0.9999904,0.9999823,0.99999964,0.99999875,0.9999985,0.9999956,0.9999944,0.9992986,0.9999998,0.99986464,0.99999654,0.99923366,0.9999856,0.99842477,0.999998,0.99996877,0.9998361,0.9980149,0.8306127,0.99999493,0.999962,0.99999833,0.9998737,1.0,0.9999358,0.9999958,1.0,0.9999875,0.99999183,0.9999997,0.9999993,0.9999994,0.99999976,0.96779656,0.99969405,1.0,0.9999995,0.9999905,0.99997514,0.9929602,0.9999862,0.99999934,0.99999875,0.9999899,0.99996364,0.99999946,0.9594474,0.9999474,0.99999744,0.9999881,0.9999973,0.9989097,0.9131655,0.99861604,1.0,0.9999982,0.8978636,0.9999682,0.99970376,0.99999976,1.0,0.9999605,0.997584,0.99837464,0.9997618,0.9999788,0.99999946,0.9999986,0.99955636,0.9991429,0.99999666,0.99993944,0.9941385,0.9962709,0.99998194,0.9999931,0.999969,0.99998623,0.99996907,0.9999254,0.9942431,Group1
Cell8,0.9998151,0.9999769,0.99996775,0.97592455,0.99998575,0.9998815,0.82288414,0.9970299,0.9999975,0.9999842,0.9988713,0.9999793,0.9985982,0.9999696,0.99998105,0.99990624,0.9999643,0.9999954,0.9999311,0.9999121,0.99999684,0.9677102,0.99994546,0.995219,0.99989027,0.99525803,0.9985097,0.99995726,0.98865044,0.99976164,0.99990654,0.9905171,0.999978,0.99994963,0.9993329,0.95208865,0.87306887,0.99842894,0.9994368,0.9998316,0.99995536,0.999956,0.9999856,0.9997961,0.99994725,0.9999217,0.9999731,0.9972024,0.9999671,0.9871718,0.99973655,0.9998778,0.99964654,0.99996036,0.9999436,0.99990404,0.99988544,0.9999085,0.9975499,0.9999603,0.9999695,0.9998141,0.99999005,0.9997799,0.9999321,0.99984074,0.99972343,0.99992645,0.9926997,0.9999463,0.9999637,0.9999996,0.9998779,0.9999809,0.8403326,0.866152,0.9999768,0.99991506,0.9995574,0.9974979,0.9996453,0.9999267,0.99960005,0.9997466,0.9996595,0.99999887,0.99800754,0.9998293,0.99985725,0.9991382,0.9998299,0.99973047,0.9999861,0.9999641,0.9999753,0.9999078,0.99991673,0.99995315,0.8035805,0.9982782,0.9999812,0.9999338,0.9999374,0.9999645,0.9939741,0.9995747,0.9996062,0.9996384,0.9999522,0.99982446,0.98515534,0.99967116,0.99987155,0.8439433,0.7721419,0.98025155,0.999298,0.9989783,0.99991333,0.99965864,0.9999803,0.9999494,0.9999427,0.99987376,0.9998506,0.99521655,0.99998665,0.9985296,0.99989456,0.99490356,0.99970573,0.99147063,0.99992865,0.9994868,0.9983128,0.989941,0.77926284,0.99986124,0.9994093,0.99993706,0.9986008,0.99999964,0.999139,0.99987906,0.99999845,0.999734,0.9998223,0.9999813,0.99996614,0.99996936,0.99998456,0.92853546,0.99736017,0.9999993,0.9999736,0.9997825,0.9997578,0.9752937,0.99971443,0.9999678,0.9999494,0.9998404,0.9994275,0.99999785,0.9162532,0.9992545,0.99991524,0.99974346,0.9999115,0.993442,0.8593279,0.9922236,0.9999945,0.9999346,0.8430264,0.9994801,0.9974206,0.9999849,0.99999434,0.9993927,0.9884296,0.99127775,0.99779403,0.9996111,0.9999724,0.9999775,0.99655455,0.9944787,0.99989676,0.9991748,0.9782931,0.9842456,0.9996994,0.99985623,0.9994901,0.99971515,0.9994903,0.9990408,0.97856784,Group3
Cell9,0.9999429,0.9999947,0.99999225,0.9847756,0.99999696,0.9999657,0.84420794,0.998627,0.9999996,0.9999874,0.99954695,0.99999535,0.9992963,0.9999928,0.99999577,0.9999738,0.9999913,0.99999917,0.99988276,0.99997497,0.99999946,0.9786224,0.9999859,0.99762976,0.9999686,0.99765193,0.99937713,0.99993795,0.9936009,0.99992365,0.99997383,0.99479556,0.9999918,0.9999871,0.9997519,0.96621823,0.8653598,0.9990163,0.9997957,0.99994874,0.9999888,0.999989,0.9999969,0.9998709,0.9999864,0.99997866,0.9999892,0.99738866,0.9999921,0.9926325,0.9999144,0.9998607,0.99988014,0.9999902,0.9999456,0.99993736,0.999967,0.99991137,0.99889886,0.9999902,0.9999927,0.99994254,0.999998,0.9999303,0.9999819,0.9999519,0.999743,0.9999691,0.99614674,0.9999796,0.9999912,0.9999999,0.9999645,0.99999577,0.8620729,0.8878702,0.99997383,0.9999766,0.9998449,0.99887204,0.99976933,0.9999802,0.9998619,0.9999181,0.99988514,0.9999998,0.9991312,0.9999479,0.99995756,0.9996538,0.99994814,0.99983543,0.99999356,0.9999831,0.99999434,0.99997425,0.9999771,0.99998814,0.8240869,0.99759674,0.9999958,0.99997145,0.9999745,0.99995786,0.99635136,0.9998519,0.99986434,0.999877,0.99995613,0.9999462,0.9912838,0.9998897,0.9999624,0.86572826,0.79061675,0.98726064,0.999737,0.9995958,0.99993,0.99988484,0.9999956,0.99998707,0.99998504,0.9999631,0.9999553,0.99762833,0.9999972,0.99938667,0.99996996,0.99744946,0.99990284,0.99539244,0.9999808,0.9998163,0.99928194,0.9944304,0.79826736,0.9999589,0.99978423,0.9999834,0.9994205,1.0,0.99966776,0.9999649,0.9999995,0.9999134,0.99993896,0.9999958,0.99999183,0.9999927,0.99999666,0.9461952,0.9988006,0.9999999,0.99999386,0.9999313,0.999847,0.98431385,0.9999061,0.9999923,0.99998707,0.9999275,0.9997918,0.9999934,0.93525106,0.99971825,0.99997663,0.9999169,0.99997544,0.99659324,0.88113177,0.9958567,0.999999,0.99998266,0.8648014,0.99981356,0.99883205,0.9999968,0.9999989,0.9997772,0.99345744,0.9952725,0.9990237,0.99986625,0.9999935,0.99998564,0.99837226,0.99720395,0.99997073,0.9996835,0.98649156,0.9906656,0.9998829,0.9999466,0.9998176,0.99990636,0.9998177,0.99962395,0.9866887,Group4
Cell10,0.9999992,1.0,0.99999994,0.9973008,1.0,0.99999964,0.9092851,0.9999199,1.0,0.99999994,0.9999841,1.0,0.99997026,0.99999994,1.0,0.99999976,0.9999999,1.0,0.9999981,0.99999976,1.0,0.9955447,0.9999999,0.99982256,0.99999964,0.99982494,0.99997467,0.9999992,0.99924344,0.9999988,0.99999976,0.9994407,1.0,0.9999999,0.9999934,0.99120724,0.9294289,0.99995244,0.999995,0.99999934,0.99999994,0.99999994,1.0,0.9999976,0.9999999,0.9999998,0.99999994,0.9998082,0.99999994,0.9990701,0.99999857,0.99999744,0.9999977,0.99999994,0.99999934,0.99999917,0.99999964,0.9999987,0.99994195,0.99999994,1.0,0.9999992,1.0,0.9999989,0.9999999,0.9999994,0.9999936,0.9999997,0.99963945,0.9999998,1.0,1.0,0.9999996,1.0,0.925019,0.9456639,0.99999976,0.99999976,0.99999666,0.99993986,0.99999434,0.9999998,0.9999972,0.9999987,0.99999785,1.0,0.9999589,0.99999934,0.99999946,0.9999893,0.99999934,0.99999654,0.99999994,0.9999999,1.0,0.99999976,0.9999998,0.99999994,0.890235,0.99983704,1.0,0.9999997,0.99999976,0.9999996,0.99967194,0.99999684,0.99999726,0.9999976,0.9999995,0.9999993,0.99881047,0.999998,0.9999996,0.92809635,0.85562897,0.9979329,0.9999928,0.99998647,0.99999905,0.99999785,1.0,0.9999999,0.9999999,0.9999996,0.99999946,0.9998224,1.0,0.9999752,0.9999997,0.99980253,0.99999833,0.9995319,0.9999998,0.9999957,0.9999688,0.99938244,0.86384606,0.9999995,0.9999946,0.9999999,0.9999772,1.0,0.99998987,0.99999964,1.0,0.99999857,0.99999917,1.0,1.0,1.0,1.0,0.9823193,0.9999342,1.0,0.99999994,0.999999,0.9999969,0.9971793,0.9999984,0.99999994,0.9999999,0.9999989,0.9999949,1.0,0.9765961,0.999992,0.99999976,0.9999986,0.99999976,0.99969876,0.94051605,0.99959916,1.0,0.9999999,0.9273207,0.99999565,0.9999367,1.0,1.0,0.99999434,0.99921846,0.999514,0.99995124,0.9999973,1.0,0.9999999,0.99989736,0.9997742,0.9999997,0.9999905,0.9977366,0.99868476,0.9999978,0.9999993,0.99999577,0.9999984,0.99999577,0.99998784,0.997785,Group3
